SNP,Chromosome,Position,DF,t Value,std Error,effect
PZA03701.1,2,7481522,271,0.247782703459032,0.324198805302931,0.0803308564361487
PZA03700.3,2,7482182,271,0.142903280698638,0.696537262904612,0.0995374599979186
PZA03700.2,2,7482369,271,1.1328131522437,0.463954957557732,0.525574277970065
PZA03699.1,2,7482709,271,1.52293961982888,0.409863166693054,0.624196855265382
PZB00108.2,2,9400242,271,-1.42883013937086,0.570324358842341,-0.814896633131298
PZB00108.4,2,9400477,271,0.35149825587179,0.328300499051936,0.115397052818594
PZB00517.4,2,9400593,271,1.29885711004755,1.03229971337407,1.34080982241596
PZB00517.2,2,9400673,271,0.290983417045708,0.319795541278485,0.0930551993571953
PZB00901.7,2,9400770,271,-0.617815091805749,1.0467451258787,-0.646694936041968
PZB00901.4,2,9401003,271,0.0872920455904949,0.331476097422709,0.0289352266083824
PZB00089.3,2,9401124,271,0.981920811344341,0.411031567186917,0.403600449940313
PZB00901.6,2,9401212,271,-0.113739657032035,0.366558930119253,-0.0416922869937935
PZB00089.2,2,9401239,271,-0.835783613569443,0.320301617449307,-0.267702843263919
PZB00901.3,2,9401316,271,0.217271112704295,0.336487604342718,0.0731090362067448
PZB00901.5,2,9401336,271,0.946288356866445,0.318136284944798,0.301048662340008
PZA02272.3,2,9917183,271,-0.0715686527258272,0.326271353205409,-0.0233508011719437
PZA00620.3,2,10429405,271,-0.0184706905775745,0.302910570962216,-0.00559496742891952
PZA00620.2,2,10429605,271,0.234903804404425,0.317331311208701,0.0745423322595684
PZA00176.8,2,10533421,271,0.849300242459169,0.343659027944617,0.291869695756645
PZA03336.3,2,11193471,271,1.50051489453584,0.347658211155353,0.521666324046294
PZA00259.1,2,11678938,271,-0.492291792613675,0.437216455267639,-0.215238072523903
PZA00008.1,2,11924901,271,0.856461814879296,0.435073502628196,0.372623841666837
PZB00219.1,2,12543294,271,-1.27846479610936,0.336588090609798,-0.430316024634294
PZB00219.3,2,12543497,NA,NA,NA,NA
PZB00219.2,2,12543545,271,-0.000864348215775236,0.666481866190857,-0.000576072411888617
zfl2.3,2,12544637,271,1.00844848132581,0.302220050241438,0.304773350692187
zfl2.9,2,12544790,271,-1.29430886568741,0.468300236445539,-0.606125147834973
PZA03136.4,2,13199808,271,-0.307383384494374,0.517079145754904,-0.158941537873602
PZA03210.1,2,13242487,271,-2.21930350300391,0.474775243966708,-1.05367036207485
PZA00108.12,2,13779884,271,-2.11213403506794,0.485782806060852,-1.02603839833193
PZA00108.4,2,13779970,271,0.282313429109374,0.309249378606102,0.0873052525242315
PZA01753.1,2,14751136,271,0.977786220406951,0.44418991241489,0.43432277560305
PZA03559.2,2,15810122,271,0.870693067949504,1.21722760661355,1.05983163919518
PZA03559.1,2,15810363,271,-1.67713125705368,0.302788218099808,-0.507815584842774
PZA00459.5,2,17015152,271,-1.94504584785566,0.29834044199159,-0.580285837943165
PZA02814.2,2,17268906,271,-2.41716675284505,0.308985019223398,-0.746868315593986
PZA03442.1,2,18125201,271,1.09389715597889,0.431994400320697,0.472557445909615
PZA00497.4,2,19837491,271,-0.51591564474367,0.347215834722007,-0.179134081235816
PZA00497.1,2,19837545,271,0.358538640296046,0.362363144429047,0.12992118909699
PZA03228.2,2,20042233,271,0.039709809625307,0.448176186377116,0.0177969910396314
PZA03228.3,2,20042386,271,0.819527754287192,0.621350725579069,0.509214164758532
PZA03228.4,2,20042412,271,0.463739513730785,0.503919998963478,0.233687615278541
PZB00793.1,2,20722170,271,-0.747727584585733,0.300471998820017,-0.224671201913338
PZB00793.2,2,20722655,271,0.340605130824131,0.344683858702081,0.117401090786188
PZB02020.3,2,20954147,271,1.10314200179331,1.19869650694753,1.32233246421674
PZB02020.2,2,20954874,NA,NA,NA,NA
PZB02017.1,2,20958246,271,0.16935850262509,0.394044599962479,0.0667348034171482
PZB02017.2,2,20958307,271,0.0722890516540353,0.465525002093582,0.0336523609225878
PZB02017.5,2,20958456,NA,NA,NA,NA
PZB02017.4,2,20958530,271,-0.468544034886944,1.2551993231134,-0.588116155438911
PZB02017.3,2,20958616,271,-1.70467206041059,0.46753185369759,-0.796988488350252
PZA00349.3,2,21201165,271,-0.366963850890316,0.631350619700464,-0.23168285466727
PZA03635.1,2,21202350,271,0.239532439336755,0.389710498812459,0.0933483064156917
PZA03634.2,2,21203177,271,1.07673413936849,0.772646264933378,0.831934611109318
PZA03634.1,2,21203230,271,0.00021144372903001,0.383996629375881,8.11936792501911e-05
PZA03633.1,2,21203782,271,-0.117355679804836,1.50919195837785,-0.177112248231424
PZA00590.1,2,21991242,271,1.67052841020539,0.37963655143225,0.634193644719971
PZA01879.1,2,22196255,271,-0.205366548944628,0.435712341563644,-0.0894807399195088
PZA00471.2,2,22429044,271,-1.17731188459176,0.444786295972056,-0.523652192351449
PZA00471.1,2,22429119,271,1.17853544107023,0.4930712185898,0.581101906079766
PZA03350.1,2,22805046,271,-0.659978221912001,1.12595308264427,-0.743104513439903
PZB02167.2,2,22805327,271,0.80940959842212,0.681342492031668,0.551485152863279
PZB02167.1,2,22805742,271,-0.346429968512405,0.609023528238681,-0.21098400171104
PZB02194.1,2,22808653,271,0.135345048708914,0.328290064029889,0.0444324347067777
PZA00102.8,2,24893433,271,-0.935455057955997,0.45358368427725,-0.42430715166347
PZA00102.6,2,24893463,271,0.928983628794117,0.44776115742833,0.415962784860824
PZA01755.1,2,25230561,271,0.422680306217057,0.327540050251754,0.138444728738762
PZA03642.1,2,25924769,271,-1.71445597333555,0.486683342699346,-0.834397164013808
abph1.20,2,27403404,271,0.77179731361459,0.373160564495596,0.288004321224605
abph1.19,2,27403428,271,0.432442370634575,0.658080481569171,0.284581883518115
PZB02035.2,2,27403490,271,-1.07871411492196,0.394439467114782,-0.42548742065901
PZB02035.3,2,27403594,271,-0.732881308266571,0.359626248467284,-0.263563355463702
PZB02035.4,2,27403660,271,1.57503101007927,0.374649430683213,0.590084471234604
PZB02035.1,2,27403823,271,-2.1248952882901,0.339985236801442,-0.722433027767579
abph1.22,2,27403892,NA,NA,NA,NA
abph1.15,2,27403986,271,-0.0198834450865675,0.319255931787995,-0.00634790778826755
abph1.10,2,27404108,271,-1.4786031957898,0.350275530194908,-0.517918518353156
abph1.9,2,27404126,271,1.92421995270723,0.361815007857877,0.69621165730905
abph1.5,2,27404261,271,-0.430290674000774,0.554791637296443,-0.238721667542279
abph1.3,2,27404343,271,-0.239281039056805,0.420114362859238,-0.100525401267646
abph1.1,2,27404419,271,0.200939170794462,0.409945843488976,0.0823741778613112
PZA03568.1,2,27790383,271,-0.158022858919939,0.513402297734222,-0.0811292988640275
PZA03568.2,2,27790401,271,0.233060139347344,0.407011037290005,0.0948580490667155
PZA03568.3,2,27790566,271,-0.534962007530576,0.556421517210116,-0.297664371879932
PZA03567.1,2,27791160,271,0.730208865767232,0.402365512613761,0.293810864589545
PZA01374.1,2,28316042,271,2.27725055003645,0.672986378616383,1.5325586008712
PZA03121.2,2,29977973,271,0.0921044533757413,0.381770394622139,0.0351627535117132
PZA01336.1,2,31394426,271,-1.33230313907165,0.360452413820789,-0.480231882419389
PZA03319.1,2,31946302,271,-1.53430942447537,0.31027930690071,-0.476064464797446
PZB02523.1,2,32949215,271,1.73346535218352,0.457063458795719,0.792303669571538
PZA00061.1,2,33824834,271,0.252576471483811,0.318684925581447,0.0804923140184428
PZA02378.7,2,35040818,271,-0.598919197122376,0.323294674613087,-0.19362738695321
PZB00257.1,2,35753260,271,-0.111180308811299,0.608850924650333,-0.0676922338226689
PZA02793.33,2,36943058,271,-0.701029061367816,0.388772348486974,-0.272540714545585
PZA03328.6,2,37328085,271,0.362838699613123,0.37068238130847,0.134497913203461
PZA03328.4,2,37328160,271,-0.211342823962012,0.73297214157673,-0.15490840228631
PZA03328.2,2,37328339,271,-0.776421011530577,0.440211226202435,-0.34178924553521
PZA03328.7,2,37328362,271,-1.04750314509002,0.4752463378676,-0.497822033608827
PZA03328.3,2,37328439,271,-0.502315417055064,0.428759445344736,-0.215372479604639
PZA00730.2,2,38352327,271,-1.44196591115469,0.414122903364033,-0.597151109679345
PZB01230.2,2,39040619,271,0.595690851898468,0.298338233560304,0.177717356503422
PZB01230.1,2,39040641,271,-0.0825439490112913,0.428554965953045,-0.0353746192581639
PZB01230.5,2,39040780,271,0.41171378735044,0.410203115822811,0.168886278398361
PZB01231.4,2,39041029,271,0.553420295616439,0.386845526607155,0.214088165692829
PZB01231.1,2,39041048,271,0.309804913582049,0.31835869908313,0.0986290892575425
PZB01231.2,2,39041117,271,-1.2757612011249,0.360516887386221,-0.459933457277657
PZB01231.3,2,39041317,271,0.381809205590914,0.33067272207339,0.126253889325426
PHM10404.8,2,40967991,271,1.0587718756002,0.305871533674285,0.323848177401032
PZA03233.3,2,41493308,NA,NA,NA,NA
PZA03233.1,2,41493380,271,-0.732820766312245,0.334100860250751,-0.244836048434536
PZB01047.1,2,42722721,271,-0.504685166940036,0.27583103151049,-0.139207830185114
PZA00226.6,2,43256857,271,0.319287821553947,0.62886592383071,0.200789230869418
PZA00226.7,2,43256960,271,0.343942138762023,0.35208274024409,0.121096090700746
PZB00017.1,2,43923075,271,2.64073177213064,0.785881840870506,2.07530314632726
PZB00183.1,2,43923340,271,1.09729186263708,0.304117404874225,0.333705553654795
PZB00165.4,2,43923359,271,-1.84573351559412,0.478828128897994,-0.883789125716248
PZB00183.2,2,43923377,271,0.497329730948746,0.368181586271175,0.183107649240526
PZB00165.2,2,43923473,271,-1.19227597315895,0.312273299679796,-0.372315952267286
PZA02808.16,2,44606521,271,0.210747273751168,0.315807513450049,0.0665555724897331
PZA02808.14,2,44606542,271,0.55747132807949,0.554425363390699,0.309076243650367
PZA02808.12,2,44606596,271,-0.493686078667684,0.564727257445635,-0.278797985245092
PZB01370.1,2,44880958,271,-0.173658311421105,0.330868692387389,-0.0574580984221029
PZB01370.2,2,44881342,271,-0.206593955488924,0.357260123075386,-0.0738077819646037
PZA02450.1,2,47575949,271,-0.869565174915739,0.328692229315331,-0.28581931587803
PZA02774.1,2,49160699,271,-2.06388333172409,0.396718378391044,-0.818780448549887
PZA02168.1,2,51780601,271,-1.35444546804629,0.369620148834911,-0.50063033548804
PZA03629.1,2,51784790,271,-0.113808818379769,0.335415384701282,-0.0381732285992484
PZA03629.2,2,51785014,271,-1.09824156692269,0.275320562246182,-0.302368485687282
PZA03628.1,2,51785080,NA,NA,NA,NA
PZA03627.1,2,51785517,271,1.94846540356257,0.33990259953723,0.662288455779276
PZA03627.3,2,51785620,271,0.687394529685183,0.393337034394623,0.270377725765456
PZB02209.1,2,56773455,271,0.914406504594785,0.366754771840141,0.335362948961802
PZB02209.2,2,56773640,271,0.0854664615546736,0.453184358873048,0.0387320635848027
PZB02209.3,2,56773916,271,-1.22405589950019,1.00151672589282,-1.22591245677722
PZA00394.15,2,56930205,271,-0.980914047980154,0.436053697541622,-0.427731197592266
PZA00394.11,2,56930271,271,-0.357822078580995,0.387843329404742,-0.138778906291378
PZA03756.1,2,58354634,271,-0.347400215906888,0.317356484732204,-0.110249711315419
PZA03756.2,2,58354695,271,-0.509936008943643,0.318194384762559,-0.162258774634097
PZB01325.1,2,58472853,271,-0.904162942795469,0.479428634306953,-0.433481604855388
PZA00635.7,2,59600768,271,-1.15438716350295,0.322421433100582,-0.372199163609537
PZA00635.4,2,59600797,271,1.10418392068866,0.325365729797303,0.359263607185312
PZA00635.1,2,59600932,271,-0.204604754040463,0.334609135793445,-0.0684626199287095
PHM10321.11,2,62802971,271,1.35898571422825,0.314308747909865,0.427141098266475
PHM3457.6,2,62804122,271,1.80911874593292,0.314689700354892,0.56931103606405
PZA02881.9,2,62804286,271,-0.755089944251584,0.321706700799616,-0.242917494772144
PZA00280.14,2,62870552,271,-0.239561646328973,1.08500662469081,-0.259925973288773
PZA00442.4,2,63547171,271,0.205418741105167,0.325509375065785,0.0668657260439431
PZA00442.3,2,63547199,271,-0.179782039256818,0.325588388525122,-0.0585349444473877
PZA03410.1,2,68655603,271,-1.33385969023774,0.438065840852319,-0.584318366783009
PZA00170.1,2,69623218,271,-0.222999854379726,0.361722192199174,-0.0806639961863311
PZA03358.4,2,74221735,271,-0.378429810819331,0.564473494218869,-0.213613597629774
PZA03358.2,2,74221816,271,-0.514489909706118,0.719977806024436,-0.370421316411921
PZA03358.1,2,74221900,271,-0.49650676773268,0.571924875052623,-0.283964571098295
PZA03358.3,2,74221960,271,0.0381262256972463,0.549158310009199,0.0209373336709291
PZA02946.8,2,83201598,271,-0.833378354646586,0.331238281031759,-0.276046813642211
PZA01902.1,2,89520665,271,0.72221690271656,0.751130800344245,0.542479360159632
PZA02549.3,2,103493947,271,0.11280664111482,0.462494638086944,0.0521724666562022
PZB00607.1,2,104938493,271,-0.468073914299892,0.345755989770217,-0.161839359524379
PZA00291.7,2,107146789,271,-1.85275985929173,0.363951548904521,-0.674314820537347
PZB02521.1,2,118120373,271,0.213572259153371,0.337639600898642,0.0721104523435656
PZA00485.2,2,121241431,271,0.760411121031182,0.338198436499522,0.257169852229595
PHM3626.3,2,125642617,271,0.555393589095444,0.297738792143941,0.165362216381766
PZA02966.10,2,128180134,271,-0.988665567375331,0.564080401741811,-0.557686870433372
PZA02966.11,2,128180206,271,-0.68991685235354,0.323435012316499,-0.223143265638328
PZA03278.1,2,128573571,271,-0.555427979173972,0.308159113345363,-0.171160193589458
PZA03278.2,2,128574019,271,0.465967018981117,0.32400738646438,0.15097675599867
PZA02831.2,2,131092176,271,1.16161590786364,0.356870073558252,0.414545954485732
PZA02831.5,2,131092323,271,2.22218570995303,0.745520476027515,1.65668494830572
PZA02831.6,2,131092420,271,-0.973516812924971,0.418129513660246,-0.407056111528391
PZB01969.3,2,136267079,271,-0.711330855907324,0.496262463161409,-0.353006802675282
PZB01969.1,2,136267342,271,-0.144516577706403,1.36369358952329,-0.197076330598065
PZB01969.4,2,136267476,271,-0.44457071469435,1.29754011160347,-0.576848334760143
PZB01969.2,2,136267644,271,0.378547925491148,0.54011252410981,0.204458475533556
PZB01487.1,2,139752027,271,-0.75903410039673,0.338242233579582,-0.256737389481259
PZB01487.2,2,139752077,271,-1.65824601373988,0.490764348476053,-0.813808024546063
PZB02511.1,2,140014895,271,1.77599443122756,0.313608688053622,0.556967283567815
PZA00140.7,2,140264825,271,0.0257113107728657,0.566113911476796,0.0145555307108225
PZA00140.6,2,140264872,271,0.48693964139622,0.563219328088798,0.274253817646979
PZA00277.13,2,141942735,271,2.12942959828767,0.368999679318959,0.785758838900449
PZA00277.9,2,141942814,271,1.97025515842608,0.397019850830081,0.782230409095519
PZA02626.1,2,144527921,271,-0.107074974344281,0.502359316410125,-0.0537901109162249
PZA00029.12,2,144528504,271,0.332552344002868,0.43561090573356,0.144863427774908
PZA00029.11,2,144528591,271,-0.763098690238833,0.6989526496517,-0.533369851488175
PZB01285.2,2,145724799,271,0.586523993217423,1.00458957134888,0.589215886932124
PZB01285.1,2,145725068,271,-0.405094407154168,1.23586777783915,-0.500643124784688
PZA03211.5,2,148837537,271,1.77677007727942,0.393136794321332,0.698513692427696
PZA03211.3,2,148837564,271,-0.815864223368637,0.316187222216291,-0.257965842492581
PZA01280.2,2,149428645,271,-0.92682558165675,0.296643615129361,-0.274936891137031
PZA01537.2,2,150984061,271,1.73261517948429,0.300877211296793,0.521304423453728
PZA02939.6,2,157152608,271,1.7052576927618,1.01789528398164,1.73577376343565
PZA02939.5,2,157152675,271,1.17640030093947,0.423538815192663,0.498251189652194
PZA00133.1,2,157316199,271,2.92355937407679,0.58433836363112,1.70834790062645
PZA00133.3,2,157316321,271,-0.100230552680677,0.427392165803701,-0.0428377529898967
PZA03539.1,2,157316550,271,0.345949158516757,0.411209046809119,0.142257423718092
PZA03390.1,2,158767674,271,0.177154206288036,0.629011953950839,0.111432113447847
PZA03083.7,2,159619959,271,-0.200270997271225,0.899423494331965,-0.180128440179033
PZB02119.1,2,160112653,271,0.396945577484482,0.994958534767674,0.394944390156468
PZB02235.2,2,160125437,271,0.305257577110238,1.28903847270937,0.393488760981143
PZB02235.5,2,160125620,271,-2.04555933358544,0.442739105812409,-0.905649110237846
PZB02235.3,2,160125895,271,0.0841041437730145,0.549662196177144,0.0462288683738734
PZB02235.4,2,160126422,NA,NA,NA,NA
PZA00367.2,2,161879250,271,-0.644684594865392,0.396314612508997,-0.255497925404597
PZA00367.6,2,161879515,271,1.80199501118748,0.597009668591385,1.07580844443237
PZA00478.7,2,162823104,271,-0.26064024631094,0.938595478935924,-0.244635756816194
PZA01321.1,2,164561951,271,0.41142986798913,0.344819900655198,0.141869206206593
PZA03692.1,2,166659759,271,0.101114037507206,0.34766473258036,0.0351537848100634
PZA03688.3,2,166660386,271,-0.147170602778407,0.329780179449804,-0.0485339477939988
PZA03688.2,2,166660485,NA,NA,NA,NA
PZA03690.1,2,166660980,271,-0.173433258227637,0.344738963276675,-0.0597892016390915
PZA03690.2,2,166661063,271,0.49427364815371,0.339346550727112,0.167730057616268
PZA02841.3,2,167759219,271,0.445106671789994,0.578296137575314,0.257403469105157
PZA02841.5,2,167759231,271,0.0892477113620947,0.413762359858872,0.0369273436651838
PZA03418.1,2,168377989,271,0.241770726467175,0.48538903414393,0.117352859404178
PZA03418.2,2,168378080,271,-1.16777766660413,0.498442037971303,-0.582069480039536
PZA01638.1,2,168860137,271,-0.627883849022028,0.457635814438987,-0.287342136620282
PZA00515.10,2,169265278,271,1.16727301468224,0.328920329936201,0.383939825114908
PZA00637.4,2,169524428,271,1.36290894557444,0.306340601431702,0.417514346083919
PZA03708.1,2,169976110,271,-0.0087177849513295,0.334530403053595,-0.00291636411350282
PZA03708.3,2,169976308,271,-0.0188304135404966,1.24169948176042,-0.023381714734569
PZA03707.2,2,169989245,271,-0.261384463330187,0.773229002908961,-0.202110047956694
PZA03707.1,2,169989408,271,-0.113402059361983,0.334157401808246,-0.0378941375161048
PZA00495.5,2,170377814,271,-1.43633595620257,0.343095820453843,-0.492800863340676
PZA00495.3,2,170377897,271,1.28636229697887,0.336117409162792,0.432368762505234
PZA00495.4,2,170377910,271,-2.13212764837975,0.340397179946718,-0.725770238794894
PZA03644.4,2,170899166,271,0.690445901219966,0.912839702055391,0.630266430755
PZA03644.2,2,170899280,271,1.88124492895251,0.379306386216734,0.713568215589532
PZA03644.3,2,170899522,271,-0.760437621893117,0.351891777172109,-0.267591746196501
PZA03644.1,2,170899849,271,1.16299324113495,0.331903850026701,0.386001934287719
PZA03659.2,2,173848055,271,-0.291620339124713,0.347244506302115,-0.101263560687016
PZA03659.1,2,173848095,271,0.246051679068219,0.372963257037548,0.0917682356248406
PZA03659.4,2,173848369,271,0.402658985006126,0.606075362586367,0.244041690336246
PZA03660.1,2,173849191,271,0.663154326179496,0.361572601876458,0.23977843516235
PZA03661.3,2,173849260,271,0.169143484635471,0.328580755775797,0.055577294016075
PZA03661.1,2,173849428,271,-0.858833812507945,0.321673427351315,-0.276264015994627
PZA03661.2,2,173849502,NA,NA,NA,NA
PZA00224.4,2,176000581,271,0.909104091020855,0.303830014137323,0.276213108827164
PZA00224.3,2,176000714,271,1.55153681871476,0.408718483285947,0.634141775307398
PZA03286.1,2,177293723,271,1.54439119859874,0.416927251368978,0.643898777470213
PZA03184.1,2,179826404,271,0.751393953462721,0.325793746378041,0.244799451104427
PZA03184.2,2,179826439,271,-0.43932556121114,0.502469183181597,-0.220747555892558
PZA03184.3,2,179826461,271,0.72333783541604,0.303932421810562,0.219845820105206
PZA00729.18,2,186070362,271,-1.16838166975867,0.644341006834172,-0.752836221458892
PZA00729.9,2,186070536,271,1.04053576208814,0.954558944391675,0.993252718660642
PZA03528.3,2,186510824,271,2.61800069863495,0.69698062882226,1.82469577319171
PZA03528.1,2,186510935,271,-0.150180765048933,0.327938036139729,-0.0492499851561092
PZA03528.2,2,186511034,271,-1.92937049809841,0.565894468330613,-1.09182009223417
PZA03529.3,2,186511923,271,0.543133778956925,1.73747732254993,0.943682624048506
PZA03529.6,2,186512163,271,-0.410308755148038,0.683418102816658,-0.280412431012337
PZA03529.1,2,186512251,271,-0.72130835216375,0.309490142735087,-0.223237824867169
PZA03529.4,2,186512293,271,-1.48834142234224,0.435720189585737,-0.648500406711264
PZA00611.1,2,187149215,271,0.721942504940486,0.294544499056959,0.212644193465621
PZA02890.5,2,187225116,271,0.418056646689078,0.621790701528461,0.259943735623438
PZA02890.4,2,187225134,271,-1.36965236243503,0.354071103897054,-0.48495432392258
PZA02890.3,2,187225194,271,0.333648415889639,0.383503046803466,0.127955184054827
PZA00533.4,2,187495335,271,0.156096112128874,0.795597740182663,0.124189714061032
PZA00533.3,2,187495401,271,-0.483678479267755,0.550900625790462,-0.266458776909985
PZD00042.2,2,189293647,271,1.01280795737735,0.584654199899525,0.592142425972327
PZA00479.9,2,192125202,271,-0.0448543770761214,0.456741385176047,-0.0204868503169564
PHM3055.9,2,192602324,271,0.300425587579355,0.313345763341459,0.0941370850673593
PZA03384.2,2,193285152,271,-0.0197036912303116,1.80022135134456,-0.0354710056531076
PZA03384.1,2,193285270,271,-0.562481239293102,0.649066498296262,-0.365087728345316
PZA03144.1,2,193321985,271,-0.984227964640769,0.297546478935666,-0.292853565348878
PZA00824.2,2,193996904,271,-0.0151665699044105,0.312357353555298,-0.00473738963785308
PZA03640.1,2,195212071,271,-0.000283209427107876,0.71326123178361,-0.000202002304831694
PZA03641.1,2,195215389,271,-0.187850722766737,0.668271473790683,-0.125535279355972
PHM3668.12,2,195555350,271,0.444393346251303,0.298300146912763,0.132562600473818
PZA02017.1,2,195834649,271,-0.108229767099634,0.830365634699296,-0.0898702792510448
PHM7953.11,2,195938817,271,-0.442594165438068,0.300496235653814,-0.132997880636481
PZA00803.3,2,196001003,271,1.39217191836624,0.329974809939262,0.459381664165676
PZA00340.1,2,196280808,271,-1.12499166318755,0.343098871154119,-0.385983369697442
PZA02731.1,2,197109533,271,-1.070023923356,0.338396477027155,-0.362092325998447
PZB01267.1,2,198756269,271,0.18493655433945,0.415685974854019,0.0768755318767376
PZB01267.2,2,198756501,271,0.716201372705573,0.331333652657938,0.237301616857167
PZB02013.1,2,198757428,271,0.10875936892019,0.42036584933881,0.0457187244896886
PZB02013.2,2,198757542,271,0.326880207609626,0.416389977908364,0.136109642425254
PZB02013.3,2,198757777,271,0.131689695521283,0.413313642488784,0.0544291477341403
PZB01261.1,2,198780031,271,-0.363992760259003,0.431577150690978,-0.157090958344725
PZB01261.2,2,198780161,NA,NA,NA,NA
PHM16125.47,2,199411414,271,1.38926531657138,0.400326396369062,0.556159577783546
PZB01103.2,2,200020987,271,0.27313306274439,0.315307196535102,0.0861208202949797
PZB01103.4,2,200021059,271,-0.0612674386736047,1.6315243600727,-0.0999593186752463
PZB01103.1,2,200021207,271,1.58887113469366,0.314865346494723,0.500280460360784
PZA03438.1,2,200624355,271,-0.431263314433207,1.1975571377717,-0.51646246045857
PZA00725.4,2,201957482,271,-0.389099714973336,0.315824982327899,-0.122887410605244
PZA00725.1,2,201957593,271,0.190775037362471,0.319900101694345,0.0610289538529969
PZA03163.4,2,202113207,271,1.24110099305777,0.375403516348661,0.465913676937703
PZA03165.1,2,202113464,271,-1.30341763104334,0.311997303334248,-0.406662786003835
PZA03163.2,2,202113539,271,-0.152653055927264,0.314526693844087,-0.0480134609859988
PZA01885.2,2,206881202,271,0.741182984043733,0.37844754413351,0.280498880064897
PZA00390.6,2,206974644,271,-1.3312408856768,0.649965831599182,-0.865261089317755
PZA00390.7,2,206974778,271,-1.03299001586031,0.398255628697622,-0.411394088204815
PZA00639.12,2,207125619,NA,NA,NA,NA
PZA02964.7,2,208276510,271,-1.39251572236031,0.333655685468071,-0.464620787869194
PZB00772.2,2,208388351,271,1.01055973750504,0.469976621649175,0.474939451407295
PZB00772.7,2,208388467,271,-1.00325708293823,0.347622713065273,-0.348754949072941
PZB00772.1,2,208388592,271,3.09272167513235,0.326971612203845,1.0112321922158
PZB00772.4,2,208388718,271,-1.93037562757508,0.646926783854616,-1.24881169637848
PZA03602.1,2,209504204,271,-0.641386903672699,0.303823494744696,-0.194868410557319
PZA03602.2,2,209504254,271,0.0205354489839549,0.458095104527418,0.00940718864882228
PZA03601.3,2,209505940,271,-1.00973277012718,0.490525385056289,-0.495299555870588
PZA03601.1,2,209506155,271,-0.629540724712759,0.312469306279351,-0.196712153525596
PZA03600.1,2,209507219,271,1.69277039204253,0.346533143119194,0.586601044533609
PZA02456.1,2,210924384,271,-0.602998650059209,0.562928667732063,-0.339445226722063
PZB01234.5,2,212960231,271,-1.1484565177507,0.387557376833478,-0.445092795426774
PZA03293.1,2,213615257,271,1.68858335417808,0.297546056992914,0.502431318939557
PZA02680.1,2,213668709,271,0.470308367137084,0.498400143579852,0.234401757707928
PZA00676.2,2,214263400,271,0.903393045838744,0.465726766720816,0.420734322316548
PZA02989.5,2,214339839,271,-0.512927503254917,0.460597204143555,-0.236252973927549
PZA03169.3,2,214423348,271,-0.709138108616162,0.575650051499636,-0.408215388745248
PZA03169.1,2,214423402,271,-1.09581674336998,0.384706397685165,-0.421567711864952
PZA03169.2,2,214423504,271,-0.820427445822342,0.334483865547663,-0.274419743480053
PZA02418.2,2,214647155,271,-0.459336010719711,0.32838598761213,-0.150839509526008
PZA00527.6,2,216832881,271,0.71397917206985,0.330078925979054,0.23566947828823
PZA00527.5,2,216832995,271,0.430882844359178,0.300905087386004,0.129654839935029
PZA00527.10,2,216833071,271,0.596824284091699,0.315611155935244,0.188364402192406
PZA00164.1,2,217788232,271,-0.32984422733434,0.293351542728842,-0.0967603129487316
PZA02453.1,2,219554914,271,-0.413727169989032,0.332069957259398,-0.13738636365531
PZA00163.4,2,220264713,271,0.676549299403199,0.297306779554923,0.201142693415704
PZA01991.3,2,220397345,271,-0.354324956818017,0.309542276684556,-0.109678553819606
PZB00139.1,2,221891382,271,0.893057090742441,0.340964699814752,0.304500942862433
PZA00487.24,2,222134965,271,0.554313561889961,0.326720767593151,0.181105752427982
PZA00487.16,2,222135246,271,0.853600744984066,0.367499054630119,0.31369746681321
PZB01013.3,2,222280629,271,0.55812781636474,0.31525684313703,0.175953613454112
PZB01013.1,2,222280720,271,3.40590286258966,0.458129559835253,1.56034477927983
PZB01013.2,2,222280823,271,-1.83911974260997,0.308844413770553,-0.568001858760226
PZB01013.4,2,222280901,271,-0.489262340843694,0.468090623387377,-0.229019114125492
PZA01895.1,2,225848026,271,1.17573877960812,0.492753161726966,0.579349001016908
PZA01352.5,2,226450170,271,0.200245485607636,0.283220763049698,0.0567136792310521
PZA02727.1,2,227921381,271,0.342853786841517,0.305300371178279,0.104673388382594
PZA00121.1,2,228972770,271,1.53234122333887,0.30081485977442,0.460951010225244
PZA00121.10,2,228972835,271,0.286807788282521,0.386741618530338,0.110920508247489
PZA00672.6,2,228991006,271,0.755238661000557,0.389190970023458,0.293932067074024
PZD00022.5,2,233128511,271,0.652994025151241,0.321947863481403,0.210230031263563
zap1.2,2,233128584,271,-0.0841430987824446,0.323677508535295,-0.0272352285743409
zap1.3,2,233128701,271,-0.862285801317586,0.354307244178064,-0.305514105958707
zap1.5,2,233128987,271,0.676693595226226,0.408605448103125,0.276500689705927
PZD00022.3,2,233129091,271,0.386218612281446,0.318740766857199,0.123103616653111
zap1.7,2,233129136,271,0.00178112104925214,0.353252368433787,0.000629185229115592
PZD00022.1,2,233129138,271,-0.183985222494091,0.363264202637932,-0.0668352451464784
PZA03576.4,2,233873436,271,0.0247485841636576,0.53443782619665,0.01322657952187
PZA03576.1,2,233873786,271,0.139510559686255,0.320065501126465,0.0446525171984149
PZA03576.3,2,233874044,271,0.896194962072688,0.764281298970658,0.684945049743874
PZA03577.2,2,233876178,271,1.55473947561598,0.471382576189852,0.732877099319921
