SNP,Chromosome,Position,DF,t Value,std Error,effect
PZA03708.1,2,169976110,244,-0.86614192270417,0.298397370569663,-0.258454472275076
PZA03708.3,2,169976308,244,-0.541237354733938,1.08458341230163,-0.58701705706244
PZA03707.2,2,169989245,244,0.674253819733625,0.760907877075474,0.513045042583542
PZA03707.1,2,169989408,244,0.739833315058036,0.297720735619756,0.220263718795081
PZA00495.5,2,170377814,244,0.270156285347756,0.311070973388111,0.0840377786500426
PZA00495.3,2,170377897,244,-1.53174520791495,0.30497989631742,-0.467151494694605
PZA00495.4,2,170377910,244,0.991710280998219,0.30750818740265,0.304959030938335
PZA03644.4,2,170899166,244,-2.12150892605548,0.794923901795629,-1.68643815319427
PZA03644.2,2,170899280,244,1.01437606944058,0.353787306834304,0.358873377724549
PZA03644.3,2,170899522,244,-0.53954096280052,0.322247988693779,-0.173865990080373
PZA03644.1,2,170899849,244,-1.20538857077488,0.301692482268435,-0.363656670015075
PZA03659.2,2,173848055,244,1.2007121719393,0.322302640377318,0.386992703349222
PZA03659.1,2,173848095,244,1.80853468535189,0.346685981158265,0.626993621849977
PZA03659.4,2,173848369,244,1.4527635284395,0.569364924343846,0.827152596459456
PZA03660.1,2,173849191,244,0.81731161948805,0.325237301402091,0.265820225526866
PZA03661.3,2,173849260,244,-1.18393396478175,0.300749838492615,-0.356067948694033
PZA03661.1,2,173849428,244,1.4226700205311,0.295090906026209,0.419816985334847
PZA03661.2,2,173849502,NA,NA,NA,NA
PZA00224.4,2,176000581,244,-1.3797793605142,0.277477210805528,-0.382857328482515
PZA00224.3,2,176000714,244,-1.63600931457342,0.376813592172943,-0.616470546652806
PZA03286.1,2,177293723,244,-0.105224798849113,0.383900579110504,-0.0403958612149609
PZA03184.1,2,179826404,244,-0.391302061367194,0.292564881673829,-0.114481241282618
PZA03184.2,2,179826439,244,0.934799446245046,0.438295995039642,0.409718853454478
PZA03184.3,2,179826461,244,-0.0716752799432168,0.283323562768791,-0.0203072956759627
PZA00729.18,2,186070362,244,-0.773013234541213,0.579335477842859,-0.447833991611787
PZA00729.9,2,186070536,244,0.130626407725257,0.87455855066894,0.114240441819291
PZA03528.3,2,186510824,244,0.912473976339499,0.71510466030958,0.65251439289159
PZA03528.1,2,186510935,244,0.527642422053542,0.297929544734745,0.15720026658515
PZA03528.2,2,186511034,244,-0.55874998567682,0.548445177602144,-0.306443735129719
PZA03529.3,2,186511923,244,0.303375044919831,1.67660315924528,0.508639558748769
PZA03529.6,2,186512163,244,-0.663096580807855,0.598435801776353,-0.396820733990907
PZA03529.1,2,186512251,244,-0.252400154209473,0.281331876854337,-0.0710082091020752
PZA03529.4,2,186512293,244,1.08477397833128,0.396780621948061,0.430417293795358
PZA00611.1,2,187149215,244,-0.598673472955024,0.266487157948513,-0.15953879234695
PZA02890.5,2,187225116,244,0.571179513383213,0.542868644222265,0.310075448037878
PZA02890.4,2,187225134,244,-2.08451759090038,0.326067742475632,-0.679693945015629
PZA02890.3,2,187225194,244,-2.39100561790327,0.35379624252475,-0.845928803469747
PZA00533.4,2,187495335,244,-0.127508742902917,0.743492606711412,-0.0948018076393851
PZA00533.3,2,187495401,244,-0.0388820044686907,0.546453236963529,-0.0212471972015464
PZD00042.2,2,189293647,244,1.86306985333343,0.530524661327704,0.988404502969573
PZA00479.9,2,192125202,244,-0.0350570884046724,0.414469530174713,-0.0145300949603779
PHM3055.9,2,192602324,244,0.991732052117315,0.277461121855824,0.275167087760849
PZA03384.2,2,193285152,244,-0.0299846873103807,1.73318690802266,-0.0519690674875051
PZA03384.1,2,193285270,244,-0.244181766170595,0.621607776969545,-0.151785284845801
PZA03144.1,2,193321985,244,-0.532334220838045,0.274284597766083,-0.146011077639685
PZA00824.2,2,193996904,244,1.98958347903971,0.284670276868068,0.566375279830368
PZA03640.1,2,195212071,244,2.29296846018176,0.624496903483091,1.4319517031679
PZA03641.1,2,195215389,244,1.89166554541054,0.58431279397412,1.10532438010341
PHM3668.12,2,195555350,244,-0.660465037538463,0.273672497669906,-0.1807511164468
PZA02017.1,2,195834649,244,0.94064784845859,0.757421013473318,0.712466446701001
PHM7953.11,2,195938817,244,-1.20604281186897,0.273461207382633,-0.329805923488834
PZA00803.3,2,196001003,244,-0.00838187388362253,0.30158018728107,-0.0025278070955892
PZA00340.1,2,196280808,244,0.349269831127137,0.314130893568996,0.10971644414866
PZA02731.1,2,197109533,244,-1.53472278404458,0.303369056636315,-0.465587403193865
PZB01267.1,2,198756269,244,0.678074453098325,0.37646015072852,0.255268010818554
PZB01267.2,2,198756501,244,1.61904971459018,0.308572850878235,0.499594786144684
PZB02013.1,2,198757428,244,-0.461130345901268,0.379130343415102,-0.174828506400672
PZB02013.2,2,198757542,244,0.868375862424738,0.376879425028043,0.327272995738866
PZB02013.3,2,198757777,244,0.50275984983681,0.374119541622281,0.188092284567034
PZB01261.1,2,198780031,244,-0.0914167727887388,0.394610834373951,-0.0360740489859381
PZB01261.2,2,198780161,NA,NA,NA,NA
PHM16125.47,2,199411414,244,-2.11392531184794,0.368571692586751,-0.779133030189769
PZB01103.2,2,200020987,244,-0.200667756704153,0.290917176240569,-0.0583776971429018
PZB01103.4,2,200021059,244,-0.70151253920486,1.50794846405749,-1.05784475601104
PZB01103.1,2,200021207,244,-0.588268283708256,0.291221530604829,-0.171316389987794
PZA03438.1,2,200624355,244,0.569652209770551,1.04149422261973,0.593289485378591
PZA00725.4,2,201957482,244,-2.05956582591133,0.282746494829009,-0.58233501814604
PZA00725.1,2,201957593,244,-2.16205489603467,0.28532822745422,-0.616895291144289
PZA03163.4,2,202113207,244,-0.069061416129334,0.339042924119796,-0.0234147844683434
PZA03165.1,2,202113464,244,0.431250700860332,0.282569240715761,0.121858183100244
PZA03163.2,2,202113539,244,-1.10186022188984,0.281282063155074,-0.309933516521681
PZA01885.2,2,206881202,244,-0.0738895936937169,0.342371324286354,-0.0252976780438985
PZA00390.6,2,206974644,244,-0.223843059069049,0.612273239011053,-0.137053114806349
PZA00390.7,2,206974778,244,0.0668942305329427,0.355423622279718,0.023775789725633
PZA00639.12,2,207125619,NA,NA,NA,NA
PZA02964.7,2,208276510,244,-0.423572942724381,0.306136388015772,-0.129671090746854
PZB00772.2,2,208388351,244,1.12965479400368,0.429383330473692,0.485054937734873
PZB00772.7,2,208388467,244,-1.14847239467876,0.315015649869611,-0.361786777767037
PZB00772.1,2,208388592,244,1.12220555023726,0.301977608607887,0.338880948427146
PZB00772.4,2,208388718,244,-0.457049488280259,0.593228983480484,-0.271135003332773
PZA03602.1,2,209504204,244,-0.714194889904281,0.276644181694675,-0.197577860888089
PZA03602.2,2,209504254,244,-2.71019694058123,0.415120253419655,-1.12505764079125
PZA03601.3,2,209505940,244,0.149182614993034,0.457410838338279,0.0682377449894602
PZA03601.1,2,209506155,244,0.783137611678357,0.283416355044909,0.221954007400456
PZA03600.1,2,209507219,244,1.26165496946677,0.317894644247203,0.401073357681355
PZA02456.1,2,210924384,244,-0.722072821939169,0.492189103696489,-0.355396375033834
PZB01234.5,2,212960231,244,0.907683287498565,0.362023737585077,0.328602896283741
PZA03293.1,2,213615257,244,0.277971980838259,0.270584900193774,0.0752150206917861
PZA02680.1,2,213668709,244,1.46062842933547,0.443631922163667,0.647981397672993
PZA00676.2,2,214263400,244,-0.543008256003854,0.415444808419735,-0.225589960885856
PZA02989.5,2,214339839,244,0.451292947250512,0.405897623217961,0.183178734664011
PZA03169.3,2,214423348,244,0.324232004914151,0.514325335161556,0.166760734597574
PZA03169.1,2,214423402,244,-1.4689777356467,0.354418060017455,-0.520632239276736
PZA03169.2,2,214423504,244,-0.19875219161015,0.30432584008062,-0.0604854276796232
PZA02418.2,2,214647155,244,0.138235675896659,0.297754234878517,0.0411602579095245
PZA00527.6,2,216832881,244,-0.759699344152417,0.300749205597747,-0.228478974246968
PZA00527.5,2,216832995,244,-1.9289714511448,0.274208420179581,-0.52894021418993
PZA00527.10,2,216833071,244,-0.42466355016825,0.290288280422965,-0.123274851736653
PZA00164.1,2,217788232,244,0.377957949489318,0.265439693801933,0.100325042382451
PZA02453.1,2,219554914,244,-0.50855043754732,0.29904326114291,-0.152078581299804
PZA00163.4,2,220264713,244,-0.61097640814535,0.267091099063144,-0.163186360353194
PZA01991.3,2,220397345,244,-0.519191291183187,0.285931580650445,-0.148453186547954
PZB00139.1,2,221891382,244,-0.995396968964077,0.313122028815102,-0.311680718398435
PZA00487.24,2,222134965,244,0.567291398525706,0.295670236111403,0.167731181746063
PZA00487.16,2,222135246,244,0.190106879012348,0.333842718997425,0.0634657973895969
PZB01013.3,2,222280629,244,-1.50209433957114,0.286711254897076,-0.430667353072238
PZB01013.1,2,222280720,244,0.478575628681015,0.422237964677163,0.202072799398366
PZB01013.2,2,222280823,244,-0.670679396282262,0.281987958184886,-0.189123513554307
PZB01013.4,2,222280901,244,0.848705021341008,0.41141939937438,0.349173710126138
PZA01895.1,2,225848026,244,1.21970514452536,0.44644937784769,0.544536602930975
PZA01352.5,2,226450170,244,0.568121796973671,0.26066479856087,0.148089353766181
PZA02727.1,2,227921381,244,1.38947216144079,0.276836111041919,0.384656069574277
PZA00121.1,2,228972770,244,0.460975140890684,0.276592687916932,0.127502353281841
PZA00121.10,2,228972835,244,0.124269194666589,0.356830316517013,0.0443430160661933
PZA00672.6,2,228991006,244,-2.49104896025614,0.349122556534373,-0.869681381456914
PZD00022.5,2,233128511,244,-0.225841697629085,0.292980649674288,-0.0661672472949135
zap1.2,2,233128584,244,1.59631332418958,0.290372350927093,0.463525252761173
zap1.3,2,233128701,244,0.621811690974499,0.324859801553374,0.202001622533544
zap1.5,2,233128987,244,0.0735938376591262,0.373239324240692,0.0274681142361715
PZD00022.3,2,233129091,244,-1.51260141134046,0.289822805909066,-0.438386385256706
zap1.7,2,233129136,244,-0.0800048505003797,0.318835905371714,-0.0255084189434172
PZD00022.1,2,233129138,244,-0.115650300988499,0.33003954076357,-0.0381691722274127
PZA03576.4,2,233873436,244,0.749811279450232,0.500509559193162,0.375287712955696
PZA03576.1,2,233873786,244,-0.987510179727668,0.289069347162191,-0.285458922969895
PZA03576.3,2,233874044,244,-0.277005298918612,0.675695401176554,-0.187171206580842
PZA03577.2,2,233876178,244,-0.0630311182979955,0.447201668751041,-0.0281876212861079
PZA03577.1,2,233876337,244,-0.907281558315403,0.340871844915099,-0.309266738640417
PZA03321.1,2,234574846,244,-0.707579543251804,0.276735957119612,-0.195812702140046
PZA03321.4,2,234574991,244,-0.206876781429402,0.521564558455716,-0.107899597160966
PZA00309.1,3,1240310,244,0.1498089238327,0.334948468162113,0.0501782695547774
PZA00134.12,3,1682341,244,-0.951474668427717,0.453987349767234,-0.431957463090157
PZA00615.6,3,1882706,244,-0.15235790334141,0.480903256724992,-0.0732694119046755
PZA00615.3,3,1882847,244,1.06552776293898,0.424374888680583,0.452183225783301
PZA02090.1,3,4138512,244,-0.0686148191713338,0.280834815592752,-0.0192694300889116
PZD00038.3,3,4824552,244,-1.15525941917175,0.290096632492497,-0.335136867156962
PZD00038.1,3,4824779,244,1.71999467612386,0.34662173138088,0.596187532603949
PZA02678.1,3,5232441,244,-0.19842392046679,0.296829385343606,-0.0588980503496259
PZA00100.9,3,5479958,244,0.342462203901215,0.325478293158393,0.111464013597029
PHM12859.7,3,5479991,244,0.564347418374005,0.30427504889582,0.171716838319981
PZA00100.2,3,5480402,244,1.16688305853293,0.295365834251506,0.344657388057527
PZA00458.6,3,5480980,244,-0.462729546917338,0.343885318684254,-0.159125897706289
PZA00458.1,3,5481011,244,0.652473566171554,0.305316170863497,0.199210730813149
PZA03527.3,3,5748224,244,0.0269284993806971,0.424484146090909,0.0114307210651248
PZA03527.2,3,5748362,244,1.40467518134159,0.313717819997434,0.440671635694983
PZA03527.1,3,5748473,244,0.134283131001809,0.274165088018887,0.0368157464305625
PZA03212.3,3,6547051,244,-0.689963420181256,0.45444769189649,-0.31355228379438
PZA00749.1,3,6733476,244,-0.475900231529679,0.308093668521792,-0.146621848182349
PZB01947.1,3,7410038,244,-0.606392794922966,0.341597211556879,-0.207142087853867
PZA03525.1,3,7428361,244,0.297540914908288,0.516405618838939,0.153651800293119
PZB01940.1,3,7429527,244,-0.281370107937633,0.319452961425227,-0.0898845142372124
PZA03283.2,3,7602160,244,-0.936080239408766,0.316349247563642,-0.296128279396157
PZA03283.1,3,7602186,244,0.445236995501569,0.29923968263287,0.133232577230302
PZA00537.4,3,8341160,244,-1.57959006124439,0.611239857616061,-0.965508404126766
PZB00470.5,3,9124190,NA,NA,NA,NA
PZB00064.1,3,9124976,244,0.961111125907983,0.377540160294306,0.362858048535941
PZB00112.2,3,9125023,244,-1.16857083622503,0.624691473878583,-0.729996238012944
PZB00112.1,3,9125043,244,1.24587725327388,0.870771951997361,1.08487496778241
PZA01765.1,3,9598936,244,0.0680235394958021,0.323285635221814,0.0219910331759365
PZA03009.5,3,11414308,244,-0.652965672812412,0.339954770875316,-0.22197879569039
PZA03009.6,3,11414383,244,0.825849939056546,0.380764647565685,0.314454460987008
PZA03009.7,3,11414423,244,0.117960494151417,0.292267523214628,0.0344760214628081
PZA00508.2,3,11895612,244,-1.69831545149851,0.271099330623882,-0.460412182089442
PZA03145.1,3,12965736,244,0.829999379141116,0.273204256613042,0.226759363367535
PZA02855.14,3,17184071,244,-1.33822704057619,0.351549709060357,-0.470453326771263
PZA02855.17,3,17184120,244,-0.640790084193777,0.299432052301918,-0.191873090004862
PZA02855.22,3,17184237,244,0.308633419870349,0.333541692783922,0.102942113313247
PZA03309.1,3,18361979,244,1.08210862692621,0.43632702101986,0.472153233606605
PZA00480.10,3,22952214,NA,NA,NA,NA
PZA03185.1,3,23329881,244,-1.28766126771244,0.279887324293511,-0.360400066816425
PZA02427.1,3,23999118,244,-2.30686985458673,0.300690757229032,-0.693654443404512
PZA00645.1,3,27040373,244,-0.70780234575354,0.418700423078461,-0.296357141622934
PZB01964.4,3,27198692,244,0.183153419749279,0.498079761964394,0.0912250117116855
PZB01964.3,3,27198816,244,0.304021257803221,0.385992548055797,0.117349939962594
PZB01964.6,3,27199028,NA,NA,NA,NA
PZB01964.5,3,27199404,244,-0.761262038262219,0.394513186930556,-0.300327912804079
PZB01964.1,3,27199765,244,-1.37259377864501,0.304400692327713,-0.417818496504253
PZB01720.1,3,27204262,NA,NA,NA,NA
PHM2343.25,3,27981649,244,-0.693362375282644,0.284650755095792,-0.197366123679217
PZA00210.9,3,29693390,244,1.27754385917838,0.348703257910758,0.445483705819385
PZA00210.6,3,29693448,244,-3.0797222773782,0.908802833310877,-2.79886033149194
PZA00210.1,3,29693561,244,0.600036429789404,0.290361262195084,0.174227335116683
PZA03054.10,3,31695391,244,-0.532957089446621,0.401120036632726,-0.213779767242499
PZA03054.5,3,31695534,244,-0.0565014087698022,0.454163709575867,-0.0256608894031558
PZA03054.3,3,31695569,244,-0.678112795969621,0.318978852132666,-0.216303641274862
PZA01473.1,3,32080895,244,0.747801637396732,0.553414321993539,0.41384413614557
PZA00348.10,3,32449451,244,-0.0355767553079027,0.648385419823273,-0.0230674494262644
PZA00348.11,3,32449584,244,1.46387294135977,0.291500784579509,0.426720110931086
zb21.1,3,37536931,244,-1.06339860683869,0.340513452216718,-0.362101530697089
PZA00380.5,3,39489976,244,0.85231198423351,0.360558766461761,0.30730855767581
PZA00380.7,3,39490060,244,-0.507226401855558,0.305086309868442,-0.15474783120996
PZA00297.2,3,39992968,244,0.530450424746905,0.331797130104069,0.176001928593507
PZA00297.3,3,39992991,244,0.42648102263174,0.331824583224278,0.141516887587841
PZA01114.2,3,40198671,244,-1.10158855619234,0.356132718913924,-0.392311727641243
PZA03070.9,3,43868043,244,-0.973654924757671,0.316910657385704,-0.308561622271782
PZA03070.7,3,43868067,244,-0.559371683382913,0.322525376516445,-0.180411562795712
PZA03070.6,3,43868070,244,-0.885570155985973,0.319890722369872,-0.283285676907553
PZA03070.5,3,43868105,244,2.3536491723844,0.323358662239647,0.761072847763671
PHM15899.9,3,43868122,244,1.16502461519437,0.543729045159825,0.633457721607328
PZA03269.1,3,51967230,244,-0.666704040929637,0.430581553950511,-0.287070461968568
PHM15474.5,3,53548967,244,0.519882018743949,0.30758223162628,0.159906471507639
PZA01447.1,3,53549251,244,0.631636487999234,0.307660168545972,0.19432938835763
PZA03119.1,3,54127608,244,1.10096624028249,0.280574369090353,0.308902908257039
PZA03119.3,3,54127888,244,0.168014154870801,0.348653555902223,0.0585787325376117
PZA00265.6,3,55946581,244,-0.530827526560056,0.296232032073816,-0.157248116873603
PZA00265.4,3,55946639,244,-1.45162525420213,0.350820796017672,-0.509260327198547
PZA00627.1,3,56747948,244,-2.16597560076964,0.284731653206673,-0.616721813612457
PHM2324.23,3,57966892,244,0.511140652766539,0.44389030495681,0.226890380232362
PZA03242.1,3,58616503,244,-1.40077641932766,0.284032665896685,-0.397866260706849
PZA02699.1,3,63847564,244,0.648813637267272,0.305826127755143,0.19842416232018
PZA00414.27,3,64730607,244,0.516023767678371,0.312577014339709,0.161297168629233
PZA02134.3,3,66922282,244,-0.749932013544561,0.379102958988694,-0.284301445375092
PZA00608.1,3,67283995,244,-0.558086906772975,0.304134009862498,-0.169733208808623
PHM5502.31,3,67284067,244,-0.540953681100759,0.29516546172734,-0.15967084305521
PZA00608.5,3,67284085,NA,NA,NA,NA
PZA00621.2,3,69079684,244,-0.176010159019579,0.378115434635079,-0.0665521577778776
PZA03366.2,3,69892464,244,-0.00979850424810643,1.0572077708001,-0.0103590548333159
PZA03366.1,3,69892547,244,-0.444390326705091,0.733112926723042,-0.325788293018178
PZA00565.3,3,73140552,NA,NA,NA,NA
PZA00109.3,3,82173052,244,-0.565350070140675,0.289401159793757,-0.163612965988193
PZA00232.24,3,95541392,NA,NA,NA,NA
PZA02742.1,3,97441783,244,-1.74146160774018,0.290043430350606,-0.505099498532843
PZA02645.2,3,101980017,244,-1.32768778930549,0.317258825413592,-0.42122066855103
PZB02484.1,3,108233038,244,1.21956217727997,0.290411726779361,0.354175157818673
PZB02484.2,3,108233139,244,0.0670454497942509,0.952045968742864,0.0638303501991686
PZA03761.3,3,110715343,244,1.38252655766584,0.375519789659071,0.519166082132756
PZA03761.1,3,110715403,244,-1.23310610370301,0.729515247784833,-0.899569704787893
PZA03761.2,3,110715467,244,-0.379318199099665,1.2949249517346,-0.491188600661189
PZA03761.4,3,110715630,NA,NA,NA,NA
PZA00707.7,3,110715760,244,-1.25780419585489,0.65517644962541,-0.824083687364151
PZA00707.9,3,110715956,244,-1.34523881818095,0.310990257455271,-0.418356166404919
PZA03760.3,3,110719350,244,0.562589341666714,1.39863999654854,0.786859954886978
PZA03760.2,3,110719489,244,2.15264603837072,0.354908614456077,0.763992622892516
PZA03760.1,3,110719558,244,0.677410878430186,0.484070695561624,0.327914755102711
PZA03302.1,3,115392917,244,-0.227834010764816,0.285885329463895,-0.0651344012305799
PZA03302.2,3,115393003,244,0.928013323117605,0.639547319074143,0.593508432864951
PZA03302.3,3,115393037,244,0.709785400105518,0.289591199936592,0.205547605714031
PZA02619.1,3,120046370,244,1.59863695631597,0.403278318984976,0.64469562441036
PZB00037.1,3,120915609,244,-1.43464588841586,0.347778823171793,-0.498939458741518
PZB00037.2,3,120915670,244,-1.03395635195252,0.559937125418225,-0.578950547520208
PZB00037.3,3,120915712,244,-1.17252587274158,0.348919528044252,-0.409117174136668
PZB00451.1,3,120915995,244,-1.39727829157834,0.350508611810492,-0.489758074294059
PZB00035.1,3,120916059,244,1.22991814242252,0.345737790827571,0.425229181459912
PZB00451.2,3,120916079,244,-0.235933943667863,0.909426714963985,-0.214564631338362
PZA03729.1,3,122631251,244,-1.46723638691479,0.29561736999745,-0.433740561864312
PZA03730.1,3,122632051,244,0.946243469880486,0.322888089053829,0.305530745769374
PZA03730.2,3,122632201,244,-0.319261939348407,0.481424062498066,-0.153700379842121
PZA03730.3,3,122632318,244,0.0935103714396397,0.611344803887132,0.0571670796891794
PZA03731.1,3,122634784,244,-1.08180523172165,0.997684087892189,-1.07929986588721
PZA03731.2,3,122634846,244,-1.62140143406616,0.882185400310666,-1.43037667317594
PZA03198.3,3,123785075,244,0.268589623982322,0.377707425416115,0.101448295367845
PHM15449.10,3,125077922,244,0.311337418169901,0.291473001137829,0.0907464516404843
PZA00413.2,3,125192322,244,0.53836913000013,0.284787331767302,0.153320708038621
PZA00413.18,3,125192339,244,0.704656814051063,0.303149998481113,0.213616712109285
PZA00413.17,3,125192483,244,-0.747445415384872,0.619301694606483,-0.462894212373698
PZA00295.7,3,126261692,244,0.0885085309829816,0.616170527610298,0.0545363482337962
PZA00363.6,3,132192142,NA,NA,NA,NA
PZA00363.5,3,132192205,NA,NA,NA,NA
PZD00016.4,3,133480594,244,0.87252003824957,0.383863355066985,0.334928469245654
PZD00015.5,3,133481473,244,0.238934207713018,0.348929964725247,0.0833713046689581
PZD00014.4,3,133482561,244,-0.537230918334565,0.334797040622082,-0.179863321589096
PZB02002.1,3,133483395,244,0.37208022116079,0.391066747727991,0.145508201983262
PZA02888.3,3,134850306,244,0.306368774787251,0.407605114880566,0.124877479642976
PZA03264.1,3,136356797,244,0.46666827748679,0.456428862098368,0.213000870870701
PZA03122.1,3,136357534,244,-0.694788211855689,0.386598994996739,-0.26860442443899
PZA00254.3,3,139668467,244,-0.176597074225704,0.333623582369164,-0.0589169485390926
PZA00719.2,3,140524105,244,0.107802498657576,0.587704587460659,0.0633560230007788
PZA00719.1,3,140524287,NA,NA,NA,NA
PZA00114.3,3,142431173,244,1.37074655524345,0.280069842217028,0.383904771446566
PZA00920.1,3,142821031,244,0.625626129635839,0.282099221089225,0.176488643863337
PHM890.20,3,143853993,244,0.0233739360954388,0.483023444144379,0.0112901591160295
PZA02906.7,3,144466196,244,-0.0976094012009534,0.304404118455263,-0.0297127037255223
PZB02044.1,3,144466243,244,-0.35589977852969,0.400582210271518,-0.142567119918567
PZB02044.3,3,144466246,244,-0.461494813711194,0.341469348392673,-0.157586333324559
PZB02044.2,3,144466414,244,-1.04673509952162,0.279688889418298,-0.292760177500355
PZB02122.1,3,145421006,244,-0.083709867939606,0.325542368875036,-0.0272511087072758
PZA03541.2,3,148153258,244,0.72604894435356,0.300213181998552,0.217969463871071
PZA03541.3,3,148153805,244,0.878335693505361,0.302562688173042,0.265751608545315
PZA03541.4,3,148154058,244,-1.55257915381975,0.454123937661113,-0.705063358863185
PZB01183.1,3,148380841,244,-1.02337289468949,0.988714965995894,-1.01182409677403
PZB00228.6,3,150829954,244,1.46693866985171,0.303157709597887,0.444713767272816
PZB00228.4,3,150830416,244,0.126668418937963,0.353625699453065,0.0447932082455509
PZB00228.5,3,150830673,244,-0.65538252485129,0.537403652378755,-0.352204962560293
PZB00228.2,3,150830782,244,-0.325405036360246,0.303195003069509,-0.0986611809980786
PZB00274.4,3,150837246,244,1.79533801454672,0.415350440661993,0.745694435479209
PZB00274.5,3,150837488,244,0.127025853168504,0.31414580295359,0.0399046386394843
PZA00827.1,3,155566732,244,0.620442264046398,0.305985739197726,0.189846484793748
PZA03658.1,3,155576390,244,0.128802854440312,0.288875399896541,0.037207976084261
PZA00507.11,3,155818939,244,-2.38119764926555,0.284742291818099,-0.678027675923744
PZB01683.2,3,156252241,244,0.0234568382644698,0.393185629593716,0.00922289172129354
PZB01683.3,3,156252478,244,0.694073068257413,0.32376723348771,0.224718117148029
PZA00391.2,3,157104591,244,-0.0211743579311872,0.32955815785378,-0.00697818239353865
PZA00948.1,3,157263770,244,-1.31033469902064,0.35457708186912,-0.464614653850589
PZA03019.8,3,157317264,244,0.557966670490559,0.523792756714174,0.292258900490879
PZB01463.7,3,157318219,244,0.997015873214279,0.974848255898777,0.971939185106336
PZB01463.6,3,157318304,244,0.015954934765153,0.641546032696967,0.0102358251005228
PZB02179.1,3,157640380,244,-0.844871700762028,0.312895934930205,-0.264356920706007
PZB02179.2,3,157640764,244,-1.1485694984887,0.323002981010029,-0.370991371909042
PZB02179.5,3,157640944,244,0.939666056519893,0.306776987624874,0.288267922192517
PZA00828.2,3,157646430,244,-0.223696085741977,0.555105838834553,-0.124175003319806
PZA02944.12,3,159253652,244,-1.19300248844569,0.336806699334283,-0.40181123043098
PZA02944.10,3,159253667,244,2.35406811554456,0.292034710866397,0.68746960148286
PHM9914.11,3,159996138,244,-2.00172292100199,0.27518212499029,-0.550838367043099
PZA02923.7,3,160467612,244,-0.80259222152661,0.627276256799559,-0.503447044455655
PZA00667.1,3,161516074,244,1.05202743237874,0.290168534811125,0.305265258634449
PZA00667.2,3,161516227,244,-0.631002750715833,0.292883966764099,-0.184810588668711
PZD00003.3,3,161572823,244,0.454431136071338,0.334120657641257,0.151834830036819
PZB01892.1,3,161573186,244,0.179045430515482,0.58583524181098,0.104891123081188
PZB01856.4,3,162186725,244,-0.998365657858527,0.556567158609063,-0.555657537447189
PZB01856.1,3,162186937,244,0.62217499641963,0.292386504779069,0.181915572564066
PZB01856.2,3,162187057,244,-1.87123247825836,0.40924539125466,-0.765793267693269
PZB01856.3,3,162187230,NA,NA,NA,NA
PZD00006.1,3,163615279,244,-0.87746177540475,0.349551684063855,-0.306718241294391
PZD00008.3,3,163617500,244,0.912051174731035,0.374719781927985,0.341763617302377
te1.4,3,163617645,244,-0.423065964603457,0.298343909072766,-0.126219153675436
te1.3,3,163617892,244,-1.25788987144845,0.898051878182724,-1.12965036160131
te1.1,3,163618301,244,1.2758157148288,0.290496248094388,0.370619678417626
PZD00007.1,3,163618708,244,-0.33954443859,0.301103861188997,-0.102238141504699
PZA01396.1,3,164833462,244,-0.0589473420921484,0.293137972714565,-0.0172797043578043
PZA00186.2,3,165800369,244,-3.10571959331973,0.297416863791114,-0.923693381259767
PHM2885.31,3,165901548,244,-0.7336125458995,0.419640242149506,-0.307853346405182
PZB01933.1,3,167581102,244,0.242032647561644,0.307902457318968,0.0745224469356458
PZB01933.2,3,167581373,244,0.180956119512275,0.439801287967824,0.0795847344271579
PHM1959.26,3,168443563,244,-2.93193347576388,0.29541251565285,-0.866129843802213
PZA03073.28,3,168443662,244,-0.519597684357495,0.391536265015713,-0.203441336644147
PZA03073.23,3,168443677,244,-0.337603799512913,0.369882109505134,-0.124873605540785
PZA03073.24,3,168443701,244,1.27977158178508,0.28614108624006,0.366195230551142
PZA03073.25,3,168443704,244,-1.470507837057,0.291278274867451,-0.428326985957028
PZD00040.2,3,168689468,244,-1.50801812320453,0.686873762769236,-1.03581808260969
PZD00040.3,3,168689563,244,-0.667733806122816,0.71894591169821,-0.480064490014684
PZD00027.5,3,169756987,244,-0.0188451446951418,1.22748401127831,-0.0231321138035128
PZD00027.1,3,169757113,244,-1.65096829434758,0.297114120804583,-0.490525993251325
PZD00027.2,3,169757331,244,1.15378422222346,0.288834097492181,0.333252224526632
PZD00027.3,3,169757661,244,0.734322933657576,0.641646937283773,0.471176061358619
PZA02402.1,3,169771952,244,-0.608505690221156,0.355561832256239,-0.216361398153381
PZA03032.17,3,171364486,244,-1.01331814930624,0.347322621071271,-0.351948315596132
PZA03032.16,3,171364514,244,1.18417114636195,0.275914304426282,0.326729758170131
PZA03032.19,3,171364540,244,-1.98446965233922,0.362284550885231,-0.718942696743085
PZA00783.1,3,171821889,244,-0.935910036913261,0.368241557072284,-0.344640969272518
PZA00166.3,3,171935683,244,-0.153136596875332,0.434851062166362,-0.0665916118077803
PZA00166.1,3,171935933,244,0.406726084814195,0.283168724081866,0.115172106487648
PZA02212.1,3,174550727,244,-2.00744129405164,0.273727164016065,-0.549491212349494
lg2.1,3,175051278,244,-0.797017338483072,0.33000294132023,-0.263018065982635
lg2.2,3,175051298,244,-0.560925886663427,0.341386156885182,-0.19149233274544
PZB01473.3,3,175051721,244,1.24704686153409,0.468744491017205,0.5845463463844
