
File Name:      C:\USERS\DUSTIN\DESKTOP\SWEETCORN\LILY\WSMDP2021GLSTPCRALL.ANL  Predicted Value File
File Date:      Wed Jan 20 23:47:02 2021
Last Update:    Wed Jan 20 23:47:02 2021
File ID:        Exported from Mosaic            Master No:      <none>
Samples:        4793            Deleted:        0
Constituents:   4               No. Data Points:        4200
Moisture Basis  Dry Matter
Samples of Total        4793 of 4793

"Position","Sample Number","Grouping by Num","Starch","Total_Poly","WSP",
1287,"14NY0301-2", 1.2118757, 15.0565042, 8.1952152,-6.8581848,
1288,"14NY0649-1", 1.2053950, 20.9844456, 26.6849098, 5.7134018,
1289,"14NY0784-1", 1.2052673, 25.7792702, 29.0833855, 3.2960014,
1290,"14NY0117-2", 1.2131830, 14.7392149, 12.2877731,-2.4138260,
1291,"14NY0221-2", 1.2027197, 14.5213356, 19.4338303, 4.9060249,
1292,"14NY0162-2", 1.2068858, 12.5032530, 1.8043957,-10.7344742,
1293,"14NY0250-2", 1.2144067, 15.9818516, 4.5578556,-11.4443607,
1294,"14NY0671-2", 1.2025117, 16.7505131, 6.5495586,-10.2053070,
1295,"14NY0757-1", 1.2173860, 17.9295521, 8.6432419,-9.3061657,
1296,"14NY0323-1", 1.2014961, 5.3173552, 3.5880432,-1.7191772,
1297,"14NY0292-2", 1.1996489, 2.9994469,-4.0564785,-7.1384888,
1298,"14NY0077-2", 1.2040997, 13.5223570, 6.8988552,-6.7058678,
1299,"14NY0301-1", 1.2118603, 14.9198179, 14.4278374,-0.4618225,
1300,"14NY0156-2", 1.2037823, 13.3901825, 26.3567696, 12.9187012,
1301,"14NY0552-1", 1.2001214, 7.5789814, 1.1335793,-6.4599113,
1302,"14NY0585-2", 1.1993976, 15.7550745, 30.4459229, 14.6326408,
1303,"14NY0122-1", 1.2193195, 23.3490467, 25.9087143, 2.6545258,
1304,"14NY0206-1", 1.2020543, 7.0556545, 8.0664272, 0.9794540,
1305,"14NY0689-1", 1.2072824, 9.1524124, 5.5008183,-3.6941032,
1306,"14NY0184-1", 1.1996330, 11.2036800, 8.5086288,-2.7079124,
1307,"14NY0269-1", 1.2294643, 9.7785740, 13.8818932, 4.1606750,
1308,"14NY0300-1", 1.2051079, 10.2537327, 2.1505547,-8.1508961,
1309,"14NY0117-1", 1.2186916, 17.1844025, 16.6030769,-0.5209007,
1310,"14NY0284-2", 1.2001200,-3.3727760, 3.1108208, 6.4797058,
1311,"14W32155-1", 1.2329209, 16.4269295, 29.6566277, 13.1501350,
1312,"14NY0226-2", 1.2018383, 20.4660187, 10.3136063,-10.1458111,
1313,"14NY0077-1", 1.2039057, 10.0287991, 3.7694492,-6.3108330,
1314,"14NY0200-2", 1.2111720, 10.8525448, 5.5081730,-5.3451538,
1315,"14NY0210-2", 1.2040240, 15.5291443, 21.3337440, 5.7760582,
1316,"14NY0250-1", 1.2261163, 22.0528297, 15.0444412,-6.9965096,
1317,"14NY0175-2", 1.2199187, 18.9435310, 9.3434944,-9.6366539,
1318,"14NY0157-1", 1.2072517, 9.1346588, 0.2731724,-8.8668861,
1319,"14NY0754-1", 1.2009380, 10.6892004, 3.5585747,-7.1356144,
1320,"14NY0483-2", 1.2053065, 18.5234337, 11.9721107,-6.5786476,
1321,"14NY0313-2", 1.2031634, 6.7787342, 11.1558723, 4.4424324,
1322,"14NY0330-2", 1.2119350, 9.9728661, 13.4580231, 3.4675713,
1323,"14NY0600-1", 1.2076011, 9.6332130, 5.1557255,-4.4852982,
1324,"14NY0089-2", 1.2060835, 13.9496012, 1.7873592,-12.1918240,
1325,"14NY0768-2", 1.2141076, 10.0523472, 13.0696144, 3.0003204,
1326,"14NY0792-2", 1.2011323, 8.1158066, 13.5324745, 5.4013672,
1327,"14NY0338-2", 1.2009115, 17.1888046, 6.2390022,-10.9781342,
1328,"14NY0703-1", 1.2124326, 7.5519905, 9.0044098, 1.4326668,
1329,"14NY0142-2", 1.2003676, 9.6545944,-0.1442451,-9.8485909,
1330,"14NY0250-2", 1.2234713, 23.3451977, 13.1983261,-10.1747932,
1331,"14NY0200-1", 1.2098304, 13.3310966, 4.3749390,-8.9996357,
1332,"14NY0308-2", 1.2006764, 2.8858433,-0.1676636,-3.0665054,
1333,"14NY0081-2", 1.2130121, 11.6468239, 15.0112762, 3.3096886,
1334,"14NY0753-1", 1.2137648, 19.6096535, 9.2720795,-10.3720894,
1335,"14NY0027-2", 1.2054092, 12.2402058, 11.6602440,-0.5412941,
1336,"14NY0575-1", 1.2098838, 15.1182661, 17.0087433, 1.9205284,
1337,"14NY0226-1", 1.1992632, 6.7563868,-3.2041569,-9.9903603,
1338,"14NY0235-2", 1.2065426, 9.6960526, 5.9476986,-3.7394600,
1339,"14NY0330-1", 1.2077217, 10.5768557, 3.1858826,-7.4417419,
1340,"14NY0584-1", 1.2057315, 13.1117764, 5.6743050,-7.4656239,
1341,"14NY0198-2", 1.2238089, 13.8855858, 19.3420715, 5.5135574,
1342,"14NY0089-1", 1.2097827, 11.5822134, 9.1792679,-2.4219780,
1343,"14NY0322-2", 1.2075200, 0.9163799,-3.9300575,-4.9277725,
1344,"14NY0325-1", 1.1999937, 7.5236597, 7.6117668, 0.0812988,
1345,"14NY0680-1", 1.2109065, 10.1206675, 9.6053505,-0.5221443,
1346,"14NY0346-2", 1.2147869, 23.9128532, 15.2725105,-8.5753174,
1347,"14NY0225-2", 1.2021406, 4.8419714, 5.9529057, 1.1525650,
1348,"14NY0255-2", 1.2021211, 4.8130989, 6.2571011, 1.4893227,
1349,"14W30926-1", 1.2319348, 10.6334295, 29.5631409, 18.8602600,
1350,"<none>", 1.1958336,-88.9599762,-88.7762146,-0.4740028,
1351,"<none>", 1.1955659,-89.2710724,-88.9076691,-0.2917404,
1352,"<none>", 1.1959262,-89.3076706,-89.1257324,-0.4657631,
1353,"14NY0873", 1.2040318, 34.5170708, 26.7752342,-7.7533035,
1354,"14NY0873-1", 1.2041214, 34.6961632, 27.1431351,-7.5610542,
1355,"14NY0053-2", 1.2102069, 23.3388329, 22.1594772,-1.2614021,
1356,"14NY0640-2", 1.2084113, 24.5184860, 23.4327507,-1.0334320,
1357,"14NY0751-1", 1.2121645, 16.3702087, 27.3339920, 10.9307747,
1358,"14NY0741-1", 1.2246969, 15.4353647, 35.2770309, 19.8140411,
1359,"14NY0846-1", 1.2072700, 43.6877136, 40.5167694,-3.2258072,
1360,"14NY0652-1", 1.2171249, 15.3675270, 31.7809410, 16.4102211,
1361,"14NY0843-1", 1.2212493, 9.0186825, 27.6694527, 18.6174431,
1362,"14NY0838-2", 1.2029951, 14.8988056, 31.2996407, 16.4317741,
1363,"14NY0706-1", 1.2183605, 17.2924747, 27.9771347, 10.6448593,
1364,"14NY0595-2", 1.2183775, 16.5137043, 26.9510612, 10.3566551,
1365,"14NY0755-2", 1.2142949, 16.2559910, 31.3537827, 15.0927773,
1366,"14NY0524-2", 1.2244700, 22.0441456, 36.7100143, 14.6595650,
1367,"14NY0865-1", 1.2013001, 11.8528500, 21.4777031, 9.5710068,
1368,"14NY0660-1", 1.2027295, 3.9033108, 23.6046257, 19.6828232,
1369,"14NY0441-1", 1.2202473, 10.4503098, 31.3184166, 20.8534737,
1370,"14NY0424-2", 1.2256703, 19.1718788, 30.3480301, 11.1751060,
1371,"14NY0761-1", 1.2004944, 8.6814194, 31.1219292, 22.4256401,
1372,"14NY0739-2", 1.2128873, 11.2603664, 21.1301575, 9.7581978,
1373,"14NY0866-1", 1.2165923, 13.6293650, 28.4149246, 14.7438354,
1374,"14NY0866-1", 1.2146558, 12.1621056, 31.8150940, 19.5891609,
1375,"14NY0513-2", 1.2227771, 15.3936806, 34.0728760, 18.7197227,
1376,"14NY0674-2", 1.2198677, 25.9445534, 33.7758064, 7.7963867,
1377,"14NY0589-1", 1.2036741, 25.1709137, 32.2346764, 7.0693054,
1378,"14NY0340-1", 1.2193485, 12.7795238, 25.8178291, 13.0511360,
1379,"14NY0808-2", 1.2074729, 17.7932930, 23.6002960, 5.7756500,
1380,"14NY0372-1", 1.2013448, 13.5167208, 31.1005859, 17.6026688,
1381,"14NY0549-2", 1.2210367, 28.8426743, 34.3252068, 5.5022469,
1382,"14NY0563-1", 1.2162796, 20.0512524, 32.6517105, 12.6229668,
1383,"14NY0605-1", 1.2168959, 12.6555023, 31.1558533, 18.5348434,
1384,"14NY0324-2", 1.2034558, 13.8858624, 21.4400177, 7.5217819,
1385,"14NY0819-2", 1.2078052, 27.6561584, 35.3828430, 7.6919060,
1386,"14NY0824-2", 1.2116917, 7.7841005, 30.4755058, 22.6609802,
1387,"14NY0646-1", 1.2218527, 15.5441551, 32.6037521, 17.0019112,
1388,"14NY0707-2", 1.1989899, 19.3660049, 23.2947006, 3.8251762,
1389,"14NY0638-2", 1.2126445, 23.5671997, 27.8079185, 4.2287941,
1390,"14NY0676-1", 1.1991243, 15.3566284, 29.5271873, 14.1154938,
1391,"14NY0776-1", 1.1969174, 16.4863167, 34.2656555, 17.7544212,
1392,"14NY0853-2", 1.1954721, 12.8751965, 32.9711914, 20.0935059,
1393,"14NY0624-1", 1.2146760, 16.9534950, 30.8444061, 13.8497849,
1394,"14NY0869-1", 1.2187461, 13.9872408, 28.7335510, 14.7691917,
1395,"14NY0770-1", 1.2117814, 21.0522041, 22.9943619, 1.8975449,
1396,"14NY0721-2", 1.2113637, 16.4758434, 26.3702087, 9.8746681,
1397,"14NY0716-2", 1.2062885, 24.8952789, 30.7083435, 5.8261528,
1398,"14NY0719-2", 1.2252694, 28.4269314, 38.0732460, 9.6575737,
1399,"14W30527-1", 1.2233574, 22.3446922, 39.6840630, 17.4436569,
1400,"14NY0778-1", 1.2182826, 12.7466373, 29.0897255, 16.2946320,
1401,"14NY0507-2", 1.2172155, 20.5170746, 31.1808243, 10.6581917,
1402,"14NY0838-1", 1.2043414, 17.1374722, 29.3940735, 12.2775841,
1403,"14NY0212-1", 1.2189732, 17.2790585, 32.2501373, 14.9764061,
1404,"14NY0256-2", 1.2104471, 26.9568214, 26.6156540,-0.3794403,
1405,"14NY0205*2", 1.1980125, 9.4316015, 35.5897255, 26.1591148,
1406,"14NY0205-2", 1.1981030, 9.5650806, 35.6951294, 26.1349602,
1407,"14NY0287-2", 1.2165476, 20.1264114, 30.2681503, 10.1063080,
1408,"14NY0774-1", 1.2147433, 15.5686884, 30.8535919, 15.2543869,
1409,"14NY0685-1", 1.2275074, 12.6392365, 31.1787033, 18.4974594,
1410,"14NY0829-2", 1.2187669, 5.5730410, 18.7527046, 13.1312561,
1411,"14NY0818-1", 1.2174004, 13.6391945, 25.6926346, 11.9832497,
1412,"14NY0860-2", 1.2017971, 12.3206463, 26.5202370, 14.1861420,
1413,"14NY0660-2", 1.2022610, 3.8190813, 23.3555107, 19.5235138,
1414,"14NY0759-2", 1.2192376, 4.3323307, 22.2710342, 17.8549232,
1415,"14NY0631-1", 1.2190485, 24.0340881, 17.5749168,-6.4123154,
1416,"<none>", 1.1955879,-89.7577057,-89.1707611,-0.0732956,
1417,"<none>", 1.1959679,-88.7723236,-88.8589630,-0.7440414,
1418,"<none>", 1.1956215,-88.9946823,-88.8228455,-0.4820824,
1419,"14NY0230-1", 1.2112951, 18.4018173, 22.5694504, 4.1094360,
1420,"14NY0651-2", 1.2203987, 13.5334988, 28.5713425, 14.9682884,
1421,"14NY0655-1", 1.2079628, 28.0848618, 33.7100639, 5.6036835,
1422,"14NY0481-1", 1.2208531, 13.2959175, 34.1517372, 20.8453674,
1423,"14NY0619-1", 1.2113471, 17.3152981, 28.8395042, 11.5405579,
1424,"14NY0727-1", 1.2104640, 21.4997978, 26.6834297, 5.1302872,
1425,"14NY0332-2", 1.1960446, 9.5127678, 27.7719574, 18.2412910,
1426,"14NY0187-2", 1.1980832, 17.8852882, 38.7747002, 20.8346558,
1427,"14NY0008-1", 1.2164359, 21.2602215, 32.6578598, 11.4361000,
1428,"14NY0622-1", 1.2198191, 18.8416138, 29.1406593, 10.2658157,
1429,"14NY0704-1", 1.2129996, 16.5551605, 27.4918518, 10.9275665,
1430,"14NY0637-1", 1.2276134, 16.9774113, 36.0122223, 19.0250053,
1431,"14NY0854-2", 1.2112762, 10.2677174, 27.0071220, 16.7543106,
1432,"14NY0423-2", 1.2065239, 19.1321373, 27.2415428, 8.0616646,
1433,"14NY0217-1", 1.2011553, 7.9667697, 26.4300346, 18.4088554,
1434,"14NY0798-1", 1.2102655, 6.9337306, 20.9080505, 14.0037804,
1435,"14NY0569-2", 1.2226012, 11.0473528, 27.1286888, 16.0254364,
1436,"14NY0476-2", 1.2175493, 19.9666882, 28.7297325, 8.7904549,
1437,"14NY0523-1", 1.2157447, 18.1626320, 33.9623642, 15.7415695,
1438,"14NY0567-1", 1.2025061, 10.5996532, 29.3101387, 18.6252060,
1439,"14NY0842-2", 1.2088088, 14.6094694, 23.5681419, 8.9158554,
1440,"14NY0441-2", 1.2189906, 9.7154932, 28.2606850, 18.5230751,
1441,"14NY0879-2", 1.2261232, 17.0579395, 34.9710808, 17.9515648,
1442,"14NY0599-1", 1.2158998, 24.1548042, 29.2584915, 5.0690727,
1443,"14NY0734-1", 1.2093751, 9.5204077, 18.1443253, 8.5691376,
1444,"14NY0725-2", 1.2074108, 18.1402416, 31.7534447, 13.5830116,
1445,"14NY0867-2", 1.2198188, 12.5428658, 23.2265892, 10.5802460,
1446,"14NY0480-2", 1.2122936, 16.3269215, 35.5861130, 19.2282410,
1447,"14NY0411-1", 1.1995150, 36.6930466, 45.0350685, 8.3271904,
1448,"14NY0618-2", 1.2213883, 17.4010201, 30.2130127, 12.7920761,
1449,"14NY0124-2", 1.2180909, 18.1698017, 33.3030701, 15.1618118,
1450,"14NY0135-1", 1.2184374, 19.6139984, 31.4843979, 11.8689232,
1451,"14W31548-1", 1.2286993, 10.4985275, 30.8268776, 20.2614326,
1452,"14NY0024-1", 1.2208053, 20.3134308, 32.8222427, 12.5040436,
1453,"14NY0281-1", 1.2263099, 18.6044674, 32.9424973, 14.3700066,
1454,"14NY0776-2", 1.2023692, 17.1366577, 25.8675804, 8.7175827,
1455,"14NY0756-1", 1.2033527, 20.0550728, 28.8981323, 8.7939568,
1456,"14NY0638-1", 1.2149954, 23.5989285, 30.8938675, 7.2872391,
1457,"14NY0588-1", 1.2268784, 14.9135790, 25.3479538, 10.4179153,
1458,"14NY0495-2", 1.2158422, 14.6274338, 29.8840408, 15.1691933,
1459,"14NY0457-1", 1.2258570, 19.2794971, 33.8146858, 14.4757462,
1460,"14NY0563-2", 1.2208526, 17.9703255, 33.9519463, 15.9715576,
1461,"14NY0447-2", 1.2184932, 10.9832439, 33.4835587, 22.4667053,
1462,"14NY0743-1", 1.2167696, 22.1019154, 30.3153954, 8.2025146,
1463,"14NY0829-1", 1.2168044, 3.6880217, 17.0962944, 13.3317223,
1464,"14NY0861-2", 1.2118723, 11.3407936, 31.7267151, 20.3783188,
1465,"14NY0836-2", 1.2220970, 11.1602936, 28.5744095, 17.3509178,
1466,"14NY0630-1", 1.2197278, 9.7370100, 18.4813347, 8.7304840,
1467,"14NY0123-1", 1.2128915, 21.4926624, 28.2331963, 6.7270393,
1468,"14NY0618-1", 1.2170537, 17.6554489, 28.6832237, 10.9949303,
1469,"14NY0683-1", 1.2164438, 14.4320126, 23.0290985, 8.5828476,
1470,"14NY0477-2", 1.2258910, 22.4003201, 35.5636253, 13.1365891,
1471,"14NY0759-1", 1.2179757, 3.2658596, 20.3222885, 16.9543610,
1472,"14NY0699-1", 1.2196549, 8.3392048, 27.9106140, 19.5662766,
1473,"14NY0420-1", 1.2085409, 46.5575676, 41.9184761,-4.6368217,
1474,"14W32037-1", 1.2306937, 11.3667736, 32.7955551, 21.3522644,
1475,"14NY0219-2", 1.2182915, 17.5102959, 37.9931450, 20.5656548,
1476,"14NY0547-1", 1.2004892, 10.3913612, 25.5801353, 15.1437836,
1477,"14NY0865-2", 1.2037822, 14.8864737, 15.9412117, 0.9878349,
1478,"14NY0701-1", 1.2077756, 20.7507992, 27.0317459, 6.3120193,
1479,"14NY0764-1", 1.2126460, 16.7917747, 27.9954910, 11.1893311,
1480,"14NY0220-1.", 1.2131947, 15.2234936, 29.4428825, 14.1708488,
1481,"14NY0840-1", 1.1988461, 17.5452499, 32.5882339, 14.9845009,
1482,"14NY0628-1", 1.2165178, 10.8038960, 28.8087158, 17.9878769,
1483,"14NY0556-2", 1.2273782, 31.0936146, 32.3926239, 1.2998734,
1484,"14NY0409-2", 1.2202898, 14.7792253, 35.5146713, 20.7472191,
1485,"14NY0880-2", 1.2101846, 17.8823395, 28.9827118, 11.1324463,
1486,"14NY0665-1", 1.2115363, 15.6382675, 30.0640907, 14.3847275,
1487,"14NY0687-2", 1.2138282, 11.4923887, 32.1824608, 20.7431602,
1488,"14NY0297-1", 1.2125928, 22.2052574, 28.4853363, 6.2787704,
1489,"14NY0775-1", 1.2211518, 17.9425659, 35.6189728, 17.6591682,
1490,"14NY0839-2", 1.2210436, 15.3454285, 35.5845528, 20.2076645,
1491,"14NY0607-1", 1.2111284, 20.5335541, 17.6841316,-2.9144440,
1492,"14NY0851-1", 1.2132710, 15.0816984, 24.3418045, 9.2325287,
1493,"14NY0709-2", 1.2182897, 17.1947975, 37.1990662, 19.9815369,
1494,"14NY0488-2", 1.2125324, 16.6671906, 25.0965004, 8.3700905,
1495,"14NY0810-2", 1.2086434, 11.8797646, 31.1199226, 19.2564774,
1496,"14NY0718-2", 1.2232075, 17.3174629, 27.2620926, 9.9162521,
1497,"14NY0463-2", 1.2179255, 13.1142416, 32.5074654, 19.3785439,
1498,"14NY0448-2", 1.2096087, 13.0178461, 30.0994568, 17.0697136,
1499,"14NY0786-1", 1.2070104, 15.1645689, 29.7938728, 14.6349258,
1500,"14NY0223-1", 1.2180458, 17.1503792, 25.9066086, 8.7108536,
1501,"14NY0796-2", 1.2198120, 18.4816265, 30.8760872, 12.3966904,
1502,"14NY0641-2", 1.2218219, 22.8459759, 35.3211288, 12.4569778,
1503,"14NY0681-1", 1.2145588, 16.6347561, 28.6779404, 12.0360222,
1504,"14NY0713-1", 1.2197500, 2.4561996, 22.9451485, 20.4823265,
1505,"14NY0507-1", 1.2137784, 22.2554340, 30.5004845, 8.2477798,
1506,"14NY0696-1", 1.2155635, 23.7397194, 32.8092155, 9.0282059,
1507,"14NY0877-2", 1.2206250, 21.5588455, 27.7611465, 6.1839600,
1508,"14NY0815-2", 1.2049987, 35.1830330, 39.4847450, 4.2666931,
1509,"14NY0602-2", 1.2216505, 18.6185150, 22.6946068, 3.9961662,
1510,"14NY0111-2", 1.2229030, 17.1354790, 33.5480919, 16.3916512,
1511,"14NY0485-1", 1.2242645, 12.2481012, 33.1107063, 20.9032440,
1512,"14NY0825-1", 1.2202710, 14.1691895, 30.3762207, 16.1731606,
1513,"14NY0789-1", 1.2128562, 15.5175810, 17.4115868, 1.9403725,
1514,"14NY0541-1", 1.2245309, 18.3260994, 30.9991150, 12.6118050,
1515,"14W31113-1", 1.2250165, 15.1583910, 31.2371063, 16.0279846,
1516,"14NY0856-1", 1.2097756, 9.1706982, 24.7223778, 15.6057091,
1517,"14NY0241-1", 1.2119720, 13.6300898, 30.9606400, 17.3602867,
1518,"14NY0756-2", 1.2054921, 17.8232613, 30.9501495, 13.1244850,
1519,"14W30847-1", 1.2258505, 29.4105530, 31.9432259, 2.4284592,
1520,"14NY0493-2", 1.2179986, 30.9188576, 37.2776260, 6.3059540,
1521,"14NY0782-2", 1.1998889, 7.0569959, 31.9154205, 24.8961067,
1522,"14NY0459-2", 1.2249655, 17.1588917, 38.0028763, 20.8486099,
1523,"14NY0597-1", 1.2129160, 15.8416777, 27.0060844, 11.1284676,
1524,"14NY0688-2", 1.2118371, 13.0322771, 25.1451073, 12.1057129,
1525,"14NY0494-2", 1.2161518, 14.1490812, 26.9503899, 12.7915039,
1526,"14NY0651-1", 1.2160834, 16.1642704, 31.8072472, 15.5934982,
1527,"14NY0356-1", 1.2027047, 17.8043594, 25.6277275, 7.7848434,
1528,"14NY0484-1", 1.2219539, 19.7236023, 26.9285812, 7.1577110,
1529,"14NY0467-1", 1.2143234, 16.3799706, 21.0366783, 4.6667213,
1530,"14NY0842-1", 1.2094955, 11.4918661, 24.3138466, 12.7999687,
1531,"14NY0669-2", 1.2107341, 10.4642696, 24.4023476, 13.9661789,
1532,"14NY0373-1", 1.2189223, 16.7329197, 25.9747276, 9.1415405,
1533,"14NY0780-1", 1.2161510, 11.3607693, 29.3189240, 17.9374924,
1534,"14NY0770-1", 1.2147853, 13.0439425, 22.7301025, 9.7179375,
1535,"14NY0712-2", 1.2162663, 24.2399712, 39.7294159, 15.4937782,
1536,"14NY0755-1", 1.2076331, 16.2412472, 32.7966728, 16.4635887,
1537,"14NY0716-1", 1.2068079, 27.2829876, 36.4803314, 9.2389793,
1538,"14NY0453-1", 1.2027658, 13.4384584, 35.6595535, 22.2813683,
1539,"14W31752-1", 1.2319008, 23.8502159, 33.6928444, 9.7616768,
1540,"14NY0810-1", 1.2096527, 10.6441555, 34.0084839, 23.3857422,
1541,"14NY0813-2", 1.2003511, 13.8680315, 36.5951996, 22.7350655,
1542,"14NY0853-1", 1.2011005, 8.7901192, 28.1923027, 19.4410400,
1543,"14NY0123-2", 1.2126954, 21.0995235, 29.4231911, 8.2941933,
1544,"14NY0868-1", 1.2142382, 26.7928658, 31.8702545, 5.0386391,
1545,"14NY0791-1", 1.2133446, 19.6421509, 31.3066750, 11.6637840,
1546,"14NY0735-2", 1.2102960, 21.1751251, 28.6746559, 7.4585876,
1547,"14NY0457-2", 1.2248753, 20.7882385, 35.5247879, 14.7000122,
1548,"14NY0827-2", 1.2107390, 11.2009106, 20.5002251, 9.2317162,
1549,"14NY0302-1", 1.2210050, 6.5074339, 35.8072319, 29.3379173,
1550,"14NY0506-2", 1.2133590, 15.6688795, 31.3758965, 15.6871185,
1551,"14NY0852-2", 1.2190070, 14.7426577, 26.8221397, 12.1311989,
1552,"14NY0870-2", 1.2133310, 8.6252975, 26.6226425, 17.9761276,
1553,"14NY0187-1", 1.2005260, 15.4935236, 36.2622643, 20.7148972,
1554,"14NY0619-2", 1.2170087, 10.1667728, 27.5221405, 17.3379211,
1555,"14NY0744-2", 1.1987678, 19.4309044, 31.9370728, 12.4645500,
1556,"14NY0635-2", 1.2200652, 17.6206322, 32.2537727, 14.5621796,
1557,"14NY0516-2", 1.2164507, 27.2480392, 33.5485382, 6.2819061,
1558,"14NY0543-2", 1.2098258, 21.8944626, 36.3780251, 14.4780998,
1559,"14NY0548-1", 1.2197417, 14.2536440, 28.8853188, 14.6405602,
1560,"14NY0315-2", 1.2179613, 14.8714933, 30.1001816, 15.1778259,
1561,"14NY0851-2", 1.2121466, 17.2216454, 29.6148987, 12.3891106,
1562,"14NY0839-1", 1.2195698, 21.1812515, 32.9624023, 11.7623672,
1563,"14NY0424-1", 1.2191645, 25.0567112, 29.8545761, 4.7847443,
1564,"14NY0647-1", 1.2289301, 19.9600258, 36.9908676, 17.0451393,
1565,"14NY0481-2", 1.2126483, 20.6566753, 29.6135368, 8.9048195,
1566,"14NY0433-2", 1.2228962, 8.2260675, 28.3180313, 20.1032066,
1567,"14NY0828-1", 1.2227787, 3.0787525, 19.2954521, 16.1363640,
1568,"14NY0559-2", 1.2198203, 21.9177532, 30.1527939, 8.2312317,
1569,"14NY0800-1", 1.2032287, 12.6333656, 23.6323509, 11.0061226,
1570,"14NY0464-2", 1.2191972, 23.3000488, 30.3203583, 6.8984756,
1571,"14NY0849-2", 1.2178557, 12.8026562, 33.8302078, 20.9523964,
1572,"14NY0679-1", 1.2132483, 17.8700027, 30.3827934, 12.5578842,
1573,"14NY0479-2", 1.2196724, 16.9194870, 28.1982422, 11.2502670,
1574,"14NY0834-2", 1.2122626, 22.1220932, 23.7333832, 1.5259361,
1575,"14W31738-1", 1.2307645, 11.5091267, 33.5382118, 21.9419937,
1576,"14NY0880-1", 1.2103451, 19.1676788, 28.4995575, 9.3340683,
1577,"14NY0604-2", 1.2243065, 15.9442444, 33.9223633, 18.0000038,
1578,"14NY0511-1", 1.2195412, 20.9687958, 30.8433876, 9.8058929,
1579,"14NY0545-2", 1.2084008, 32.8572731, 44.2445030, 11.3804588,
1580,"14NY0814-1", 1.1992050, 10.3702717, 28.6090927, 18.2111130,
1581,"14NY0711-1", 1.2114520, 33.6210365, 41.5853157, 7.9524498,
1582,"14NY0551-2", 1.2134762, 17.0995502, 29.9971619, 12.8688049,
1583,"14NY0548-2", 1.2177327, 14.8029404, 28.4933128, 13.7184067,
1584,"14NY0544-2", 1.2212812, 17.3825951, 35.0601883, 17.6330032,
1585,"14NY0553-1", 1.2190728, 8.9574947, 29.4497566, 20.4132385,
1586,"14NY0579-1", 1.2137282, 14.2175150, 37.7485771, 23.4976044,
1587,"14NY0455-2", 1.2166502, 12.1491032, 27.6353149, 15.5057793,
1588,"14NY0315-1", 1.2120215, 14.0378256, 27.5120964, 13.4250221,
1589,"14NY0561-1", 1.2156013, 18.6843376, 25.5523224, 6.7984695,
1590,"14NY0785-1", 1.2155455, 20.2779617, 29.2702026, 8.9984283,
1591,"14NY0859-2", 1.2028054, 14.5790854, 29.8726578, 15.2890587,
1592,"14NY0191-2", 1.2168795, 18.8103447, 36.7007256, 17.9102325,
1593,"14NY0475-1", 1.2206932, 22.0802498, 30.4862213, 8.3290329,
1594,"14NY0324-1", 1.2038275, 15.6715374, 25.7724991, 10.0819130,
1595,"14NY0130-1", 1.2151390, 21.4165993, 31.3419571, 9.9181366,
1596,"14NY0644-1", 1.2158890, 17.9751778, 32.1901321, 14.2001457,
1597,"14NY0532-1", 1.2140487, 12.2309265, 26.7543755, 14.5194511,
1598,"14NY0807-1", 1.2081995, 21.0666275, 28.0869904, 7.0237961,
1599,"14NY0218-2", 1.2232455, 20.8220024, 33.6678047, 12.8757477,
1600,"14NY0847-2", 1.2126957, 3.8330259, 26.8809013, 23.0555573,
1601,"14NY0761-2", 1.1978776, 11.4115877, 33.7634888, 22.3367157,
1602,"14NY0872-1", 1.2212284, 15.0782318, 35.8147621, 20.7300377,
1603,"14NY0613-2", 1.2222527, 20.2560883, 33.1478920, 12.8633461,
1604,"14NY0124-1", 1.2198122, 12.0865297, 31.7853699, 19.6459961,
1605,"14NY0494-1", 1.2051902, 19.0232773, 30.6985168, 11.6565247,
1606,"14NY0848-2", 1.2041973, 13.9918947, 29.4120369, 15.4140739,
1607,"14NY0770-2", 1.2201833, 9.7697849, 23.3173294, 13.5529594,
1608,"14NY0560-2", 1.2085879, 27.6720829, 31.4849815, 3.7662086,
1609,"14NY0408-1", 1.2201450, 19.7018585, 35.0182915, 15.3339310,
1610,"14NY0491-1", 1.2032274, 13.3895884, 26.4285583, 13.0765495,
1611,"14NY0535-2", 1.2225257, 13.3387423, 30.2549629, 16.8959427,
1612,"14NY0545-1", 1.2114666, 34.6120720, 42.3964653, 7.7684631,
1613,"14NY0448-1", 1.2153437, 18.2006989, 27.9072762, 9.6460114,
1614,"14NY0544-1", 1.2207322, 20.6430550, 33.5116425, 12.8256073,
1615,"14NY0516-1", 1.2157310, 25.5568256, 35.7601738, 10.1626816,
1616,"14NY0721-1", 1.2158846, 17.7658253, 33.2018204, 15.4218254,
1617,"14NY0335-2", 1.2214777, 11.7752781, 31.9344673, 20.1593246,
1618,"14NY0685-2", 1.2266465, 13.6719780, 32.8217201, 19.1381760,
1619,"14NY0663-2", 1.2320356, 16.5629101, 23.5975342, 7.1274338,
1620,"14NY0622-2", 1.2169849, 19.6000652, 29.6282349, 10.0179863,
1621,"14NY0782-1", 1.2001212, 9.5209808, 29.6329842, 20.0981598,
1622,"14NY0489-2", 1.2256867, 17.2585201, 35.5738220, 18.3260956,
