
File Name:      C:\USERS\DUSTIN\DESKTOP\SWEETCORN\LILY\WSMDPLWSPNFSTPLS_PREDA-G.ANL  Predicted Value File
File Date:      Mon Mar 22 15:16:07 2021
Last Update:    Mon Mar 22 15:16:07 2021
File ID:        Exported from Mosaic            Master No:      <none>
Samples:        6445            Deleted:        0
Constituents:   3               No. Data Points:        4200
Moisture Basis  Dry Matter
Samples of Total        6445 of 6445

"Position","Sample Number","Starch","Total_Poly","WSP",
1382,"17KMF168", 10.7256927, 15.9272919, 1.9744914,
1383,"17KMF138", 2.5952134, 10.1186924, 2.0419202,
1384,"17KMF25", 8.5957489, 21.3597488, 2.7207105,
1385,"17KMF64", 16.5697556, 25.8656464, 2.6818166,
1386,"17KMF398", 6.3513436, 10.9993420, 1.7698288,
1387,"17KMF1", 6.1996036, 21.1988220, 3.0098324,
1388,"17KMF28", 17.4115238, 27.0799580, 2.8580906,
1389,"17KMF18", 8.9038258, 19.9624996, 2.5883384,
1390,"17KMF85", 2.3120742, 9.5782537, 1.6952062,
1391,"17KMF231", 20.1535873, 29.6249828, 3.0648949,
1392,"17KMF43", 0.6786938, 16.0388165, 2.6745000,
1393,"17KMF140", 9.0008106, 17.5108452, 2.4083893,
1394,"17KMF444", 15.2209663, 18.4234600, 1.8010852,
1395,"17KMF338", 9.7507439, 12.5676146, 1.5414257,
1396,"17KMF33", 3.8319802, 19.7192249, 3.0705168,
1397,"17KMF194",-1.3291287, 5.8648562, 1.7422273,
1398,"17KMF301", 3.7761931, 16.4984264, 2.5994308,
1399,"17KMF278", 13.6307392, 14.9088650, 1.3965299,
1400,"17KMF403", 9.2250824, 20.3034687, 2.5646222,
1401,"17KMF258", 6.4486833, 9.2248697, 1.3702483,
1402,"17KMF302", 15.0676708, 14.7698097, 1.2856300,
1403,"17KMF115", 8.0703201, 18.5702801, 2.7276742,
1404,"17KMF137", 1.2046056, 8.1735229, 1.7794480,
1405,"17KMF426", 0.2682471, 5.6571369, 1.4085686,
1406,"17KMF217", 4.9805484, 12.4664955, 2.2260280,
1407,"17KMF132", 9.7251644, 24.1676636, 3.3084457,
1408,"17KMF250", 6.4053836, 18.9265881, 2.7667685,
1409,"17KMF44", 8.5842781, 14.1458950, 2.1341968,
1410,"17KMF66", 15.3934155, 24.8508320, 2.9666176,
1411,"17KMF224", 26.8432217, 35.0850029, 2.8939614,
1412,"17KMF363", 20.7800980, 30.2260475, 2.9820507,
1413,"17KMF282", 10.3420582, 21.8960133, 2.7404258,
1414,"17KMF200", 17.8429165, 28.3995247, 3.0914724,
1415,"17KMF67", 7.4983354, 13.4003010, 2.0145979,
1416,"17KMF38", 18.0110245, 29.1608810, 2.9978333,
1417,"17KMF45", 15.1314182, 19.4663734, 2.0872934,
1418,"17KMF114", 8.9975586, 21.3715305, 2.8036387,
1419,"17KMF130", 38.3461647, 41.3957596, 1.6378214,
1420,"17KMF59", 12.6418591, 20.1606426, 2.5214324,
1421,"17KMF251", 8.6556721, 20.6837997, 2.7546268,
1422,"17KMF46", 16.2164726, 28.1206894, 3.1524775,
1423,"17KMF39", 9.6364918, 24.0051632, 3.2150288,
1424,"17KMF92", 13.9874935, 27.7609596, 3.4475031,
1425,"17KMF3", 7.2156520, 22.8907108, 3.1560557,
1426,"17KMF394", 1.9455047, 14.8036423, 2.5153315,
1427,"17KMF145", 16.8131161, 28.1433411, 3.1269522,
1428,"17KMF17", 4.0417008, 11.3970451, 2.1839616,
1429,"17KMF454", 21.7737617, 31.3400135, 3.0147970,
1430,"17KMF20", 14.0756760, 27.5763550, 3.2643421,
1431,"17KMF226", 6.4474378, 20.3943462, 3.0023794,
1432,"17KMF230", 4.3098407, 13.6016426, 2.4214575,
1433,"17KMF450", 24.3683491, 32.5512199, 2.8183837,
1434,"17KMF252", 15.7619038, 26.9829254, 3.0110552,
1435,"17KMF221", 9.1744099, 24.1234589, 3.4944878,
1436,"17KMF55", 7.8093486, 19.4369602, 2.7898512,
1437,"17KMF150", 13.5445595, 25.4564552, 3.0842543,
1438,"17KMF171", 16.0869999, 20.5815926, 2.1939924,
1439,"17KMF227", 4.9646840, 20.1450443, 3.2389901,
1440,"17KMF158", 8.0263672, 17.9229279, 2.6740947,
1441,"17KMF234", 14.5405483, 28.8345528, 3.4544153,
1442,"17KMF93", 17.6360455, 22.0086079, 2.0622811,
1443,"17KMF77", 12.1076622, 18.3640823, 2.2663174,
1444,"17KMF229",-3.6476250, 10.0430117, 2.3126085,
1445,"17KMF163", 0.3464012, 15.0556679, 2.6552520,
1446,"17KMF124", 3.3704209, 10.2704229, 1.9317193,
1447,"17KMF340", 6.0978322, 18.6688747, 2.5552461,
1448,"17KMF143", 3.1458535, 19.5309429, 3.1850870,
1449,"17KMF5", 10.0151138, 23.2967663, 3.0313916,
1450,"17KMF75", 7.9294744, 12.4156990, 1.6617701,
1451,"17KMF433", 0.4858012, 11.8987970, 2.0080280,
1452,"17KMF247", 7.1721387, 11.1109848, 1.4383008,
1453,"17KMF259", 7.6754775, 19.4590740, 2.5812688,
1454,"17KMF388", 4.8919587, 17.8653030, 2.6943231,
1455,"17KMF362", 15.5891132, 16.0463867, 1.2521250,
1456,"17KMF327", 7.1057582, 9.2354183, 1.0756197,
1457,"17KMF228", 0.1142731, 8.2862701, 1.8191259,
1458,"17KMF353", 2.9722400, 16.4276199, 2.7475791,
1459,"17KMF182", 4.0975890, 18.5685616, 2.9523091,
1460,"17KMF324", 5.1463380, 7.9160571, 1.2193332,
1461,"KMF1001", 2.5780625, 17.3512325, 2.6316743,
1462,"KMF1002",-3.0032392, 6.7905025, 1.9753585,
1463,"KMF1003", 14.3936005, 19.3554821, 1.7237713,
1464,"KMF1004", 5.3649011, 10.4490089, 1.5527630,
1465,"KMF1005", 15.2668610, 27.7736282, 3.0038829,
1466,"KMF1006", 1.2564797, 11.9159460, 2.0116901,
1467,"KMF1007",-2.1116915, 4.8764877, 1.4638746,
1468,"KMF1008", 1.2294941, 11.5442562, 2.0605392,
1469,"KMF1009", 14.2646294, 16.6677532, 1.6428897,
1470,"KMF1010",-4.8180799, 4.7052016, 1.8616116,
1471,"KMF1011", 2.5899739, 14.3012981, 2.3343325,
1472,"KMF1013",-3.3882399, 6.6212564, 1.7926428,
1473,"KMF1014", 2.9756341, 11.0055275, 1.9453230,
1474,"KMF1015",-5.6712456, 6.8392415, 1.9910705,
1475,"KMF1016", 8.5847340, 15.6900177, 2.0570498,
1476,"KMF1017", 1.6599512, 9.8943329, 1.7450786,
1477,"KMF1019", 3.3725839, 14.1380444, 2.2450454,
1478,"KMF1020", 1.8961601, 6.6429267, 1.2781446,
1479,"KMF1021", 6.6926894, 13.4723701, 1.8560150,
1480,"KMF1022", 5.9101119, 20.0340691, 2.8209629,
1481,"KMF1023",-1.9686270, 9.1783133, 2.0549390,
1482,"KMF1024",-1.9102864, 13.6476412, 2.6481619,
1483,"KMF1025",-2.2884402, 9.0580940, 1.9985256,
1484,"KMF1026", 0.0968523, 12.1484985, 2.1003332,
1485,"KMF1027", 4.6422439, 13.4706793, 1.8559799,
1486,"KMF1028", 1.8071456, 9.4025402, 1.7139468,
1487,"KMF1029", 6.2944303, 12.9276905, 1.8959191,
1488,"KMF1030",-2.7114437, 9.1910334, 2.1290629,
1489,"KMF1031", 0.8085122, 12.4096107, 2.2413032,
1490,"KMF1033",-1.1747880, 8.7481852, 1.9732130,
1491,"KMF1034",-3.2351785, 6.8099542, 1.9475138,
1492,"KMF1035",-1.4007287, 6.3119168, 1.6949041,
1493,"KMF1037",-0.5931773, 15.4162788, 2.7881327,
1494,"KMF1038", 0.0264091, 7.2797871, 1.6654065,
1495,"KMF1039", 4.3510737, 11.0767498, 1.8130512,
1496,"KMF1040",-3.3475757, 5.0597010, 1.5223839,
1497,"KMF1041",-0.0283799, 9.2056408, 1.9891999,
1498,"KMF1042", 11.0245037, 24.8505859, 2.9275153,
1499,"KMF1043", 17.4832001, 18.9558792, 1.0205696,
1500,"KMF1044", 0.2375402, 9.2534304, 1.9373314,
1501,"KMF1045", 7.4720197, 10.5488586, 1.3831732,
1502,"KMF1046",-3.6111107, 6.1759953, 1.8482637,
1503,"KMF1047",-4.3184905, 4.0969248, 1.5944855,
1504,"KMF1048", 3.5900760, 10.9852924, 1.8714960,
1505,"KMF1049", 3.7387815, 17.2603741, 2.7511230,
1506,"KMF1050",-3.4027920, 3.1468091, 1.3960984,
1507,"KMF1051",-6.1636496, 5.0196686, 1.9946108,
1508,"KMF1052", 3.2113299, 12.5034065, 2.0678418,
1509,"KMF1053", 6.7968974, 21.0981464, 2.9088891,
1510,"KMF1054",-3.7973042, 4.4319410, 1.5090222,
1511,"KMF1055", 3.4435983, 12.0142412, 1.7741225,
1512,"KMF1056",-6.5969987, 3.6431096, 1.7207701,
1513,"KMF1057",-5.2244945, 8.7953033, 2.3730919,
1514,"KMF1058",-2.2629087, 7.8078179, 2.0498455,
1515,"KMF1059",-4.4426441, 6.8196049, 2.0622382,
1516,"KMF1060", 1.2470760, 8.3899279, 1.6190555,
1517,"KMF1061",-6.8734484, 3.6825922, 1.7334311,
1518,"KMF1062", 6.0503192, 11.0503054, 1.5133345,
1519,"KMF1063", 1.5212326, 16.5044098, 2.7429674,
1520,"KMF1064", 1.1253223, 9.9028320, 1.9612269,
1521,"KMF1065", 1.5616703, 8.1235142, 1.7527103,
1522,"KMF1066",-1.0374274, 6.4849916, 1.5659766,
1523,"KMF1067",-0.9030495, 7.6982436, 1.8448424,
1524,"KMF1068",-2.8385603, 6.1835647, 1.7011142,
1525,"KMF1069", 8.7263699, 14.6715012, 1.6528635,
1526,"KMF1070", 5.4015594, 10.7316284, 1.5016620,
1527,"KMF1101", 29.5289440, 25.2903748,-0.8983960,
1528,"KMF1102",-0.7621121, 7.6064596, 1.8790140,
1529,"KMF1103",-6.6163449, 5.5697155, 2.0623157,
1530,"KMF1104",-2.5009928, 9.0909853, 2.2108386,
1531,"KMF1105", 0.3991833, 10.1791153, 2.1598911,
1532,"KMF1107",-3.7897487, 7.3600144, 2.1398377,
1533,"KMF1108", 2.9607244, 10.0633736, 1.6637664,
1534,"KMF1109", 4.3837676, 18.4879818, 2.7065096,
1535,"KMF1111", 8.0069389, 13.5112705, 1.7007940,
1536,"KMF1112", 6.2717433, 13.3545656, 1.8335097,
1537,"KMF1113", 0.9505773, 7.4668760, 1.6412127,
1538,"KMF1114", 3.5483527, 10.6684990, 1.7583883,
1539,"KMF1115", 6.2343860, 20.2766762, 2.8410470,
1540,"KMF1116", 1.4801931, 10.5418282, 1.8997049,
1541,"KMF1117", 8.1357250, 12.6806240, 1.6326880,
1542,"KMF1118", 5.6028457, 9.0997105, 1.6360137,
1543,"KMF1119",-1.7331555, 6.9157619, 1.7459633,
1544,"KMF1120", 7.2337976, 21.1214409, 2.8374810,
1545,"KMF1121", 0.3515129, 11.2227621, 2.0866630,
1546,"KMF1122", 5.4691224, 12.2681293, 2.0165715,
1547,"KMF1123", 5.8696570, 20.3937702, 2.9143763,
1548,"KMF1124",-6.7266221, 7.7638259, 2.2877314,
1549,"KMF1125", 2.2524781, 9.0207529, 1.3583040,
1550,"KMF1126", 1.2075100, 10.9539661, 2.0330431,
1551,"KMF1127", 6.1459641, 12.1395168, 1.8489125,
1552,"KMF1128", 11.3636494, 18.7479706, 1.9671264,
1553,"KMF1129",-5.3950768, 4.4231710, 1.7200048,
1554,"KMF1130", 7.7715535, 21.7651024, 2.8104451,
1555,"KMF1131",-1.2156672, 6.8068628, 1.7043438,
1556,"KMF1132",-3.2065399, 5.6232843, 1.5820436,
1557,"KMF1133",-4.0803428, 6.1128769, 1.7886207,
1558,"KMF1134", 4.3915610, 12.8489857, 1.9449790,
1559,"KMF1135",-6.2180767, 4.2274890, 1.8708210,
1560,"KMF1136", 4.1764197, 18.4113064, 2.7224290,
1561,"KMF1138", 0.4219041, 5.0939698, 1.2971826,
1562,"KMF1139",-6.1858330, 2.7664776, 1.4962065,
1563,"KMF1140", 3.2780766, 12.3317699, 1.9907269,
1564,"KMF1141",-1.6377113, 10.5153637, 2.2704089,
1565,"KMF1142", 3.5933518, 18.4108829, 2.5599694,
1566,"KMF1143", 18.4584827, 21.7315426, 1.7153816,
1567,"KMF1144", 7.4047446, 21.7319317, 2.9624925,
1568,"KMF1145",-2.2409155, 6.7664528, 1.9467270,
1569,"KMF1146",-1.3748174, 6.8374767, 1.7433538,
1570,"KMF1147", 5.3544574, 19.2265625, 2.7149060,
1571,"KMF1148",-2.2155871, 7.8572392, 1.9243815,
1572,"KMF501",-2.0945241, 11.8938236, 2.6542757,
1573,"KMF502",-3.8867774, 8.4823647, 2.3255219,
1574,"KMF503", 0.1317310, 16.6739388, 2.9993439,
1575,"KMF504",-2.6049731, 10.3101845, 2.4688597,
1576,"KMF505", 1.1758547, 13.2260237, 2.7189126,
1577,"KMF506",-0.3762736, 17.0001278, 3.0777111,
1578,"KMF507",-3.5380034, 6.5010152, 2.1068451,
1579,"KMF508",-3.1658928, 15.4267368, 3.1721480,
1580,"KMF509", 5.4981666, 14.2590275, 2.1558037,
1581,"KMF510", 0.5342197, 16.1183758, 2.6924493,
1582,"KMF511",-0.3410373, 17.7324276, 3.1953714,
1583,"KMF512", 1.6887527, 16.9340897, 2.6792803,
1584,"KMF513", 4.3886867, 20.5771713, 3.0041363,
1585,"KMF514", 0.4419589, 11.8180008, 2.5630970,
1586,"KMF515",-0.2960730, 10.5768499, 2.3758154,
1587,"KMF516", 7.9444337, 23.7046051, 3.1894517,
1588,"KMF517", 5.8938861, 22.5019665, 3.4924874,
1589,"KMF518",-2.4431465, 16.1452789, 3.2266808,
1590,"KMF519", 2.2468443, 19.0369873, 3.1822240,
1591,"KMF520", 4.7232738, 14.8425846, 2.5382884,
1592,"KMF521",-1.6835897, 9.7321939, 2.1406136,
1593,"KMF522", 3.6799397, 19.0165672, 3.0546775,
1594,"KMF523", 9.6745758, 23.2274113, 2.8185244,
1595,"KMF524", 9.2502728, 18.1933880, 2.3745170,
1596,"KMF525", 6.3477025, 18.0281677, 2.4770951,
1597,"KMF527", 9.7011070, 16.5601311, 2.2065866,
1598,"KMF528", 6.0535445, 21.5595341, 3.2764933,
1599,"KMF529", 6.6038222, 22.3115368, 3.1052465,
1600,"KMF530",-1.9116471, 9.2799854, 2.1239893,
1601,"KMF531", 3.2940345, 12.3030548, 2.2639208,
1602,"KMF532", 5.2889838, 20.1665554, 2.8714328,
1603,"KMF533",-1.1698532, 9.4400654, 2.3217669,
1604,"KMF534",-3.8558493, 14.9444046, 3.1356530,
1605,"KMF535",-0.1401849, 18.2497387, 3.3288164,
1606,"KMF536",-1.6776495, 9.2189245, 2.2459497,
1607,"KMF537", 3.8210387, 18.8253555, 2.7707584,
1608,"KMF538",-3.9791193, 13.9928474, 3.0922291,
1609,"KMF539",-0.1234255, 18.0904961, 3.2290545,
1610,"KMF540",-0.1472597, 12.6927891, 2.4829812,
1611,"KMF541",-2.2986448, 8.1692543, 2.1069033,
1612,"KMF542", 3.3255200, 14.6890812, 2.5427806,
1613,"KMF543",-0.0660114, 8.2811909, 2.0208495,
1614,"KMF544",-4.7999845, 10.3284588, 2.5627270,
1615,"KMF545", 7.5963597, 21.4228935, 2.8758242,
1616,"KMF546", 4.0337148, 22.3646297, 3.3610749,
1617,"KMF547", 7.4468675, 15.4568138, 2.2119401,
1618,"KMF548",-0.2898607, 16.6132927, 2.9245334,
1619,"KMF549", 8.0630264, 23.4330063, 3.1183009,
1620,"KMF550",-1.1897159, 17.8530636, 3.4117308,
1621,"KMF551",-2.6743798, 13.7425480, 2.8056438,
1622,"KMF552",-0.6229954, 16.0915699, 2.9560289,
1623,"KMF553", 2.3229237, 13.6572781, 2.3944643,
1624,"KMF554",-3.2538075, 10.1138067, 2.5188694,
1625,"KMF555",-5.2156072, 9.7765694, 2.5272205,
1626,"KMF556", 0.1357059, 19.2677994, 3.4156122,
1627,"KMF557", 4.9030566, 19.0178108, 2.8542109,
1628,"KMF558",-2.8933015, 11.4446430, 2.6112561,
1629,"KMF559", 2.2500501, 18.3716507, 2.9766810,
1630,"KMF560", 5.3664403, 16.6540222, 2.5999603,
1631,"KMF561", 1.8370385, 19.6230736, 3.3037624,
1632,"KMF562", 3.5764375, 20.0872555, 3.1712656,
1633,"KMF563",-2.0723512, 12.6445389, 2.7010932,
1634,"KMF564",-1.0466065, 18.1554089, 3.3323650,
1635,"KMF565", 3.7469163, 12.6719894, 2.2899501,
1636,"KMF566", 3.5316815, 14.8829193, 2.5963962,
1637,"KMF567", 3.7056794, 17.9882622, 2.8399279,
1638,"KMF568",-0.6254005, 17.5628262, 3.2149844,
1639,"KMF569", 0.0832291, 11.5104551, 2.2722204,
1640,"KMF570", 3.5006413, 18.3683071, 2.7399504,
1641,"KMF601",-2.1610107, 7.8922772, 2.1397784,
1642,"KMF602", 0.2446280, 17.6794529, 3.0725462,
1643,"KMF603", 2.9265513, 14.6422596, 2.3493648,
1644,"KMF604", 2.3107610, 10.7401466, 2.1825619,
1645,"KMF605", 6.8075423, 23.4242935, 3.3423967,
1646,"KMF606", 4.9492784, 21.5762215, 3.1396828,
1647,"KMF607", 10.2123489, 26.0918140, 3.4225106,
1648,"KMF608", 1.1691070, 19.2248898, 3.3542838,
1649,"KMF609", 6.9272895, 23.4731998, 3.2643814,
1650,"KMF610", 12.3272419, 24.4011078, 2.8908920,
1651,"KMF611", 0.0248780, 11.1160717, 2.5537536,
1652,"KMF613", 5.8291402, 20.7838860, 2.8175337,
1653,"KMF614",-6.2831106, 8.6519356, 2.5392091,
1654,"KMF615", 2.5896144, 11.0498438, 1.9889874,
1655,"KMF616",-1.6181359, 15.9794102, 2.9664667,
1656,"KMF617",-0.6517253, 11.2153530, 2.4813514,
1657,"KMF618", 2.7985530, 11.6064110, 2.1531811,
1658,"KMF619",-0.5380826, 12.1117249, 2.3414354,
1659,"KMF620",-1.0464458, 8.5983219, 2.0431225,
1660,"KMF621",-5.0115609, 13.5749216, 2.9232016,
1661,"KMF622", 3.5710158, 21.1897774, 3.4044437,
1662,"KMF623", 0.8403254, 12.9724369, 2.5307782,
1663,"KMF624", 12.9323978, 27.5066891, 3.4103703,
1664,"KMF625",-3.4294937, 9.5330849, 2.0008667,
1665,"KMF626", 5.5372233, 20.5624771, 2.9835017,
1666,"KMF627", 3.3201146, 15.0151882, 2.5632520,
1667,"KMF628", 4.8732743, 19.5160866, 3.0082815,
1668,"KMF629",-2.4381034, 11.8727360, 2.6361206,
1669,"KMF630",-0.4313240, 13.7940083, 2.7793150,
1670,"KMF631", 3.6781335, 12.1949081, 2.2305169,
1671,"KMF632", 0.4529500, 12.5986300, 2.5765040,
1672,"KMF633",-3.3802853, 10.8035908, 2.5847523,
1673,"KMF634",-2.2842202, 16.9013863, 3.2739775,
1674,"KMF635", 4.7666211, 14.1247921, 2.2578645,
1675,"KMF636",-5.7107730, 9.6850119, 2.6332502,
1676,"KMF637",-2.6093392, 16.9642658, 3.2888875,
1677,"KMF638", 0.8811045, 5.4195652, 1.4443743,
1678,"KMF639", 1.2517085, 16.4604092, 2.6577959,
1679,"KMF640", 1.6581831, 11.5187187, 2.2724459,
1680,"KMF641",-4.8144436, 8.6535015, 2.4143388,
1681,"KMF643", 2.1399608, 20.3503418, 3.3987155,
1682,"KMF644", 1.9009624, 18.9795933, 3.0572734,
1683,"KMF646", 7.1433711, 21.7624092, 2.8940659,
1684,"KMF647", 4.5012612, 20.1409645, 3.1209185,
1685,"KMF648", 0.9326611, 12.1183624, 2.4710164,
1686,"KMF649",-2.7676556, 14.3941650, 2.8582814,
1687,"KMF650", 9.2083511, 22.0487461, 2.6150041,
1688,"KMF651",-4.7921791, 13.1537981, 2.9391723,
1689,"KMF652",-3.1620927, 8.6560946, 2.2876055,
1690,"KMF654", 0.0669241, 16.2062626, 2.8415852,
1691,"KMF656", 4.8884759, 21.7533207, 3.2967122,
1692,"KMF657", 1.0815959, 12.0280018, 2.3467209,
1693,"KMF658", 5.9712539, 12.7690153, 1.9355671,
1694,"KMF659",-1.6371534, 13.8809261, 2.6305764,
1695,"KMF660", 12.9380836, 27.2821808, 3.3644242,
1696,"KMF661",-5.5351095, 13.2138119, 2.9131777,
1697,"KMF662", 5.4994578, 20.4268398, 2.9273570,
1698,"KMF663", 8.6475067, 16.9074593, 2.3535480,
1699,"KMF664", 11.3533535, 25.7089767, 3.1323125,
1700,"KMF667",-1.4764016, 11.5217800, 2.6163077,
1701,"KMF668",-1.1584301, 17.5618172, 3.3084972,
1702,"KMF669",-3.6747236, 15.2476864, 3.2072363,
1703,"KMF670",-4.2828102, 13.3093414, 2.4762285,
1704,"KMF701", 6.3162894, 14.3927498, 2.3613882,
1705,"KMF702", 10.6574650, 24.8369637, 2.9768319,
1706,"KMF703", 0.4639649, 17.4109764, 2.9356568,
1707,"KMF704", 6.6429267, 15.3848171, 2.4985664,
1708,"KMF706", 3.0251222, 19.6849823, 3.0653965,
1709,"KMF707",-1.6164916, 15.0072689, 2.8803802,
1710,"KMF708", 9.3233490, 23.6777763, 3.0057821,
1711,"KMF710", 5.1035123, 15.3242397, 2.5342295,
1712,"KMF712",-3.8092561, 12.5826988, 2.4771180,
1713,"KMF713", 4.8843379, 20.4566269, 3.0823121,
1714,"KMF714",-1.2964864, 16.9523106, 3.0408242,
1715,"KMF715", 8.3326569, 22.4656734, 2.9618125,
1716,"KMF716", 3.7808032, 19.3758717, 2.8861780,
1717,"KMF718", 1.9868608, 14.5017815, 2.5696080,
1718,"KMF719", 4.1571660, 18.7576542, 2.8020864,
1719,"KMF720", 4.2879529, 17.5516396, 2.7610991,
1720,"KMF721", 2.1950836, 14.2399483, 2.7136207,
1721,"KMF722", 4.6203828, 19.9229546, 2.9379320,
1722,"KMF723", 3.5048308, 20.0881481, 3.1183677,
1723,"KMF724",-2.5431049, 9.5932341, 2.4425290,
1724,"KMF726", 1.3334260, 9.7432451, 2.0286224,
1725,"KMF727",-1.1314049, 16.0038357, 3.0536783,
1726,"KMF728",-5.0747528, 8.6013327, 2.1568921,
1727,"KMF729",-1.8605003, 15.6168556, 2.8416934,
1728,"KMF730", 2.5004330, 11.9552612, 2.1463587,
1729,"KMF731",-1.2186685, 17.6326904, 3.3542252,
1730,"KMF732", 7.0555644, 21.8655930, 2.9541571,
1731,"KMF733", 2.5239196, 17.7511330, 2.7951872,
1732,"KMF734",-2.5731001, 8.2138882, 2.1719811,
1733,"KMF735", 1.5065746, 18.9426537, 3.3086185,
1734,"KMF736",-3.8117380, 7.2835808, 2.1935248,
1735,"KMF737", 3.5550418, 15.5264206, 2.6630487,
1736,"KMF738", 1.9959893, 17.7189922, 3.0702462,
1737,"KMF739",-2.3972490, 7.3586631, 2.0075583,
1738,"KMF740", 3.6959739, 20.6133347, 3.2921174,
1739,"KMF741",-0.2043986, 10.5170097, 2.1889083,
1740,"KMF742",-1.8755116, 15.5168362, 2.9728804,
1741,"KMF743", 0.1668406, 17.6878204, 3.0114341,
1742,"KMF744", 0.4213071, 11.1492414, 2.2916973,
1743,"KMF745", 6.0557466, 21.7260036, 3.0118337,
1744,"KMF746",-3.6395688, 10.6542511, 2.7196476,
1745,"KMF747", 4.0089135, 21.1721802, 3.1897600,
1746,"KMF748",-3.5660238, 11.2681599, 2.6589043,
1747,"KMF751",-5.4088478, 5.3425250, 1.8829434,
1748,"KMF752", 11.1912365, 13.4064608, 1.5426235,
1749,"KMF753", 4.0275598, 11.4100590, 1.8702588,
1750,"KMF754", 0.1807289, 6.8028197, 1.5126705,
1751,"KMF755",-1.9591758, 6.6593080, 1.7758663,
1752,"KMF757", 8.8727226, 23.3911858, 3.1512527,
1753,"KMF758", 3.3507018, 8.9025364, 1.5700397,
1754,"KMF759",-2.8073270, 6.0150948, 1.6779230,
1755,"KMF760", 12.5632610, 26.5734577, 3.1628661,
1756,"KMF761",-0.5647154, 7.1579027, 1.7367024,
1757,"KMF762",-1.9649293, 11.0513000, 2.1564121,
1758,"KMF763", 7.0151401, 21.9357777, 3.0242877,
1759,"KMF765", 4.2798562, 9.5241966, 1.5243738,
1760,"KMF766", 2.7542405, 11.6291456, 2.0052578,
1761,"KMF767",-0.7848606, 9.9837551, 2.0957103,
1762,"KMF768", 8.2428150, 13.2121201, 1.6728866,
1763,"KMF770",-0.5417309, 9.1295261, 1.9465828,
1764,"KMF801", 1.9971828, 11.2766056, 2.0704522,
1765,"KMF803", 3.1982179, 8.9110107, 1.5599937,
1766,"KMF804", 7.2827382, 21.8555889, 2.9498773,
1767,"KMF805", 5.2969594, 19.3417683, 2.4905357,
1768,"KMF807", 0.4061055, 7.0172362, 1.7089624,
1769,"KMF808",-0.8489418, 8.6475916, 1.9605582,
1770,"KMF809", 1.2536397, 10.9666443, 2.0732663,
1771,"KMF810",-0.5667610, 7.6788068, 1.7928195,
1772,"KMF811", 8.4770660, 22.9900875, 3.0298362,
1773,"KMF812", 0.4289284, 8.1198101, 1.6847875,
1774,"KMF813",-4.5557623, 6.7981129, 2.0535769,
1775,"KMF814", 11.2304535, 13.2449408, 1.4154317,
1776,"KMF816",-6.1918116, 4.8373404, 1.9917445,
1777,"KMF817",-0.4469271, 5.9899583, 1.4192629,
1778,"KMF818", 8.0847797, 16.5177879, 2.1571596,
1779,"KMF819",-3.0517707, 6.5988941, 1.8077734,
1780,"KMF820", 2.9745202, 11.4740829, 1.9795063,
1781,"KMF821", 3.9174304, 19.5778656, 3.0067663,
1782,"KMF822", 4.1132264, 17.9677982, 2.7026093,
1783,"KMF823", 7.8263688, 22.0612965, 2.9122443,
1784,"KMF824", 3.9407678, 18.5699711, 2.7412033,
1785,"KMF825", 3.4153218, 20.3567390, 3.1113501,
1786,"KMF826",-3.1675014, 13.5202274, 3.0161927,
1787,"KMF827", 3.6983190, 20.4986954, 3.2999969,
1788,"KMF828", 1.4559360, 13.0687094, 2.4943376,
1789,"KMF829", 0.4718895, 16.1171932, 2.6630805,
1790,"KMF830", 1.9672651, 16.4756050, 2.5399797,
1791,"KMF831",-0.0689297, 18.7250595, 3.3238106,
1792,"KMF832",-1.6563363, 9.6488743, 2.2441370,
1793,"KMF833", 3.1929822, 14.6535835, 2.6071212,
1794,"KMF834",-7.1805472, 7.3465090, 2.4824123,
1795,"KMF835",-4.1957211, 11.7490044, 2.8027151,
1796,"KMF836", 15.0151100, 27.3230476, 2.9831607,
1797,"KMF837", 8.6101952, 23.6517658, 3.2112081,
1798,"KMF838",-2.9681733, 9.8016825, 2.5676489,
1799,"KMF839",-0.0866866, 17.7322769, 3.1660204,
1800,"KMF840", 3.0020089, 21.0550060, 3.4296989,
1801,"KMF841", 10.5883636, 24.6258297, 3.1152210,
1802,"KMF842",-1.4363642, 7.2437444, 1.9666953,
1803,"KMF843", 2.8417735, 13.7546787, 2.4423945,
1804,"KMF845",-0.1886930, 15.3289242, 2.7162461,
1805,"KMF846", 3.6325221, 15.6305237, 2.4503856,
1806,"KMF847", 2.9943328, 11.0892124, 2.0410991,
1807,"KMF849", 8.2598820, 18.2854023, 2.6149960,
1808,"KMF850",-5.5552177, 9.6057110, 2.5942798,
1809,"KMF851",-3.5789237, 12.3552752, 2.7194726,
1810,"KMF852",-0.8973055, 17.1372643, 3.1661954,
1811,"KMF853", 5.2575202, 19.7034588, 2.7983384,
1812,"KMF854", 11.4149570, 20.7721653, 2.6505508,
1813,"KMF855", 1.8247113, 18.4777603, 3.0556707,
1814,"KMF856", 1.4888902, 10.7268248, 2.1214364,
1815,"KMF857",-0.8871427, 16.9332561, 2.9629915,
1816,"KMF858", 3.0348067, 19.9854145, 3.0355952,
1817,"KMF859", 8.6997299, 16.8997765, 2.3661430,
1818,"KMF861", 1.3024387, 19.4739552, 3.4388270,
