Sample Number,Variety,endo,Source notes,year,location,Extra Notes
31866,If853,sh2,Found in Diversity Panel. No notes. Endosperm changed to match baseggio (visual),2014,Wisconsin,
15A0772,If853,sh2,Found in Diversity Panel. No notes. Endosperm changed to match baseggio (visual),2015,New York,
3142,If853,sh2,Found in Diversity Panel. No notes. Endosperm changed to match baseggio (visual),2015,Wisconsin,
14A0223,IL101t,su1,Il14 x unknown,2014,New York,
14A0542,IL101t,su1,Il14 x unknown,2014,New York,
31465,IL101t,su1,Il14 x unknown,2014,Wisconsin,
31625,IL101t,su1,Il14 x unknown,2014,Wisconsin,
15A0273,IL101t,su1,Il14 x unknown,2015,New York,
15A0683,IL101t,su1,Il14 x unknown,2015,New York,
3039,IL101t,su1,Il14 x unknown,2015,Wisconsin,
14A0404,IL103a,su1,White Country Gentleman x unkown,2014,New York,
14A0843,IL103a,su1,White Country Gentleman x unkown,2014,New York,
30522,IL103a,su1,White Country Gentleman x unkown,2014,Wisconsin,
31727,IL103a,su1,White Country Gentleman x unkown,2014,Wisconsin,
15A0399,IL103a,su1,White Country Gentleman x unkown,2015,New York,
15A0953,IL103a,su1,White Country Gentleman x unkown,2015,New York,
3220,IL103a,su1,White Country Gentleman x unkown,2015,Wisconsin,
14A0212,IL104g,su1,White Evergreen x unkown ?,2014,New York,
14A0774,IL104g,su1,White Evergreen x unkown ?,2014,New York,
31066,IL104g,su1,White Evergreen x unkown ?,2014,Wisconsin,
31552,IL104g,su1,White Evergreen x unkown ?,2014,Wisconsin,
15A0469,IL104g,su1,White Evergreen x unkown ?,2015,New York,
15A0871,IL104g,su1,White Evergreen x unkown ?,2015,New York,
3546,IL104g,su1,White Evergreen x unkown ?,2015,Wisconsin,
32104,IL107a,su1,IL5 x unknown,2014,Wisconsin,
32439,IL107a,su1,IL5 x unknown,2014,Wisconsin,
14A0363,IL110K,su1,not found in compliation or diversity panel,2014,New York,
14A0811,IL110K,su1,not found in compliation or diversity panel,2014,New York,
30331,IL110K,su1,not found in compliation or diversity panel,2014,Wisconsin,
31926,IL110K,su1,not found in compliation or diversity panel,2014,Wisconsin,
15A0289,IL110K,su1,not found in compliation or diversity panel,2015,New York,
3364,IL110K,su1,not found in compliation or diversity panel,2015,Wisconsin,
14A0319,IL112t,su1,Country Gentleman inbred 5 x unknown/ Self from A702 (stray yellow kernels on IL11),2014,New York,
14A0646,IL112t,su1,Country Gentleman inbred 5 x unknown/ Self from A702 (stray yellow kernels on IL11),2014,New York,
31322,IL112t,su1,Country Gentleman inbred 5 x unknown/ Self from A702 (stray yellow kernels on IL11),2014,Wisconsin,
32357,IL112t,su1,Country Gentleman inbred 5 x unknown/ Self from A702 (stray yellow kernels on IL11),2014,Wisconsin,
15A0376,IL112t,su1,Country Gentleman inbred 5 x unknown/ Self from A702 (stray yellow kernels on IL11),2015,New York,
3230,IL112t,su1,Country Gentleman inbred 5 x unknown,2015,Wisconsin,
14A0249,IL1171,su1,IL1171-Israel-1959,2014,New York,
14A0592,IL1171,su1,IL1171-Israel-1959,2014,New York,
31557,IL1171,su1,IL1171-Israel-1959,2014,Wisconsin,
31714,IL1171,su1,IL1171-Israel-1959,2014,Wisconsin,
15A0314,IL1171,su1,IL1171-Israel-1959,2015,New York,
2615,IL1171,su1,IL1171-Israel-1959,2015,Wisconsin,
14A0676,IL11D,su1,Evergreen,2014,New York,
31516,IL11D,su1,Evergreen,2014,Wisconsin,
31837,IL11D,su1,Evergreen,2014,Wisconsin,
15A0480,IL11D,su1,Evergreen,2015,New York,
15A0880,IL11D,su1,Evergreen,2015,New York,
3229,IL11D,su1,Evergreen,2015,Wisconsin,
14A0343,IL124a,su1,Cream O'Gold,2014,New York,
14A0780,IL124a,su1,Cream O'Gold,2014,New York,
32225,IL124a,su1,Cream O'Gold,2014,Wisconsin,
32261,IL124a,su1,Cream O'Gold,2014,Wisconsin,
15A0744,IL124a,su1,Cream O'Gold,2015,New York,
3007,IL124a,su1,Cream O'Gold,2015,Wisconsin,
14A0428,IL125b,su1,(Cuzco x yellow dent)x((11d x Louisiana Sweet Bantam2)xIL125a),2014,New York,
14A0827,IL125b,su1,(Cuzco x yellow dent)x((11d x Louisiana Sweet Bantam2)xIL125a),2014,New York,
32052,IL125b,su1,(Cuzco x yellow dent)x((11d x Louisiana Sweet Bantam2)xIL125a),2014,Wisconsin,
15A0440,IL125b,su1,(Cuzco x yellow dent)x((11d x Louisiana Sweet Bantam2)xIL125a),2015,New York,
15A0912,IL125b,su1,(Cuzco x yellow dent)x((11d x Louisiana Sweet Bantam2)xIL125a),2015,New York,
3402,IL125b,su1,(Cuzco x yellow dent)x((11d x Louisiana Sweet Bantam2)xIL125a),2015,Wisconsin,
31955,IL134,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32065,IL134,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
14A0550,IL13b,su1,not found in compliation or diversity panel,2014,New York,
31145,IL13b,su1,not found in compliation or diversity panel,2014,Wisconsin,
31865,IL13b,su1,not found in compliation or diversity panel,2014,Wisconsin,
14A0399,IL14b,su1,Evergreen ?,2014,New York,
14A0846,IL14b,su1,Evergreen ?,2014,New York,
30650,IL14b,su1,Evergreen ?,2014,Wisconsin,
31528,IL14b,su1,Evergreen ?,2014,Wisconsin,
15A0465,IL14b,su1,Evergreen ?,2015,New York,
15A0927,IL14b,su1,Evergreen ?,2015,New York,
3407,IL14b,su1,Evergreen ?,2015,Wisconsin,
14A0386,IL14C,su1,not found in compliation or diversity panel,2014,New York,
14A0800,IL14C,su1,not found in compliation or diversity panel,2014,New York,
30863,IL14C,su1,not found in compliation or diversity panel,2014,Wisconsin,
31857,IL14C,su1,not found in compliation or diversity panel,2014,Wisconsin,
15A0441,IL14C,su1,not found in compliation or diversity panel,2015,New York,
15A0893,IL14C,su1,not found in compliation or diversity panel,2015,New York,
3429,IL14C,su1,not found in compliation or diversity panel,2015,Wisconsin,
14A0438,IL14H,su1,Evergreen ?,2014,New York,
14A0859,IL14H,su1,Evergreen ?,2014,New York,
30655,IL14H,su1,Evergreen ?,2014,Wisconsin,
31855,IL14H,su1,Evergreen ?,2014,Wisconsin,
15A0423,IL14H,su1,Evergreen ?,2015,New York,
15A0864,IL14H,su1,Evergreen ?,2015,New York,
3217,IL14H,su1,Evergreen ?,2015,Wisconsin,
3964,IL14H,su1,Evergreen ?,2015,Wisconsin,
14A0237,IL18b,su1,Country Gentleman,2014,New York,
14A0567,IL18b,su1,Country Gentleman,2014,New York,
31715,IL18b,su1,Country Gentleman,2014,Wisconsin,
31742,IL18b,su1,Country Gentleman,2014,Wisconsin,
15A0394,IL18b,su1,Country Gentleman,2015,New York,
15A0877,IL18b,su1,Country Gentleman,2015,New York,
14A0590,IL200e,su1,A701  (A701 = VUH1939 Country Gentleman O.P.,2014,New York,
31320,IL200e,su1,A701  (A701 = VUH1939 Country Gentleman O.P.,2014,Wisconsin,
32342,IL200e,su1,A701  (A701 = VUH1939 Country Gentleman O.P.,2014,Wisconsin,
15A0346,IL200e,su1,A701  (A701 = VUH1939 Country Gentleman O.P.,2015,New York,
15A0723,IL200e,su1,A701  (A701 = VUH1939 Country Gentleman O.P.,2015,New York,
3029,IL200e,su1,A701  (A701 = VUH1939 Country Gentleman O.P.,2015,Wisconsin,
14A0092,IL21f,su1,Country Gentleman,2014,New York,
14A0571,IL21f,su1,Country Gentleman,2014,New York,
31701,IL21f,su1,Country Gentleman,2014,Wisconsin,
31826,IL21f,su1,Country Gentleman,2014,Wisconsin,
15A0193,IL21f,su1,Country Gentleman,2015,New York,
15A0766,IL21f,su1,Country Gentleman,2015,New York,
2541,IL21f,su1,Country Gentleman,2015,Wisconsin,
14A0204,IL279AxRp1d,su1,Found in Diversity Panel. No notes,2014,New York,
14A0744,IL279AxRp1d,su1,Found in Diversity Panel. No notes,2014,New York,
31308,IL279AxRp1d,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
14A0347,IL27a,su1,Country Gentleman,2014,New York,
14A0707,IL27a,su1,Country Gentleman,2014,New York,
31464,IL27a,su1,Country Gentleman,2014,Wisconsin,
31940,IL27a,su1,Country Gentleman,2014,Wisconsin,
15A0379,IL27a,su1,Country Gentleman,2015,New York,
15A0883,IL27a,su1,Country Gentleman,2015,New York,
3550,IL27a,su1,Country Gentleman,2015,Wisconsin,
14A0354,IL303b,su1,(IL101t x A930) x 98b,2014,New York,
14A0799,IL303b,su1,(IL101t x A930) x 98b,2014,New York,
30322,IL303b,su1,(IL101t x A930) x 98b,2014,Wisconsin,
31652,IL303b,su1,(IL101t x A930) x 98b,2014,Wisconsin,
15A0253,IL303b,su1,(IL101t x A930) x 98b,2015,New York,
15A0606,IL303b,su1,(IL101t x A930) x 98b,2015,New York,
31827,IL318a,su1,Cal.pkg.corp.hybird 219 x NS5(flour corn),2014,Wisconsin,
31917,IL318a,su1,Cal.pkg.corp.hybird 219 x NS5(flour corn),2014,Wisconsin,
15A0159,IL318a,su1,Cal.pkg.corp.hybird 219 x NS5(flour corn),2015,New York,
14A0264,IL31a,su1,Country Gentleman,2014,New York,
14A0779,IL31a,su1,Country Gentleman,2014,New York,
31461,IL31a,su1,Country Gentleman,2014,Wisconsin,
31754,IL31a,su1,Country Gentleman,2014,Wisconsin,
15A0419,IL31a,su1,Country Gentleman,2015,New York,
15A0865,IL31a,su1,Country Gentleman,2015,New York,
3235,IL31a,su1,Country Gentleman,2015,Wisconsin,
14A0197,IL323a,su1,11e x 930,2014,New York,
14A0602,IL323a,su1,11e x 930,2014,New York,
31835,IL323a,su1,11e x 930,2014,Wisconsin,
32466,IL323a,su1,11e x 930,2014,Wisconsin,
15A0941,IL323a,su1,11e x 930,2015,New York,
3542,IL323a,su1,11e x 930,2015,Wisconsin,
14A0547,IL325a,su1,IL13b x I205,2014,New York,
31737,IL325a,su1,IL13b x I205,2014,Wisconsin,
31860,IL325a,su1,IL13b x I205,2014,Wisconsin,
15A0431,IL325a,su1,IL13b x I205,2015,New York,
15A0925,IL325a,su1,IL13b x I205,2015,New York,
3408,IL325a,su1,IL13b x I205,2015,Wisconsin,
14A0385,IL328a,su1,Found in Diversity Panel. No notes,2014,New York,
14A0880,IL328a,su1,Found in Diversity Panel. No notes,2014,New York,
30719,IL328a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31733,IL328a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0414,IL328a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0875,IL328a,su1,Found in Diversity Panel. No notes,2015,New York,
3562,IL328a,su1,no notes,2015,Wisconsin,
14A0372,IL354a,su1,Found in Diversity Panel. No notes,2014,New York,
14A0838,IL354a,su1,Found in Diversity Panel. No notes,2014,New York,
30867,IL354a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31531,IL354a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0133,IL354a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0684,IL354a,su1,Found in Diversity Panel. No notes,2015,New York,
3028,IL354a,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0371,IL366a,su1,Found in Diversity Panel. No notes,2014,New York,
14A0858,IL366a,su1,Found in Diversity Panel. No notes,2014,New York,
32332,IL366a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0433,IL366a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0947,IL366a,su1,Found in Diversity Panel. No notes,2015,New York,
14A0375,IL368a,su1,Found in Diversity Panel. No notes,2014,New York,
14A0814,IL368a,su1,Found in Diversity Panel. No notes,2014,New York,
30461,IL368a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31725,IL368a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0436,IL368a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0859,IL368a,su1,Found in Diversity Panel. No notes,2015,New York,
14A0358,IL369b,su1,(IL44b x IL47a)x IL27a ?,2014,New York,
14A0865,IL369b,su1,(IL44b x IL47a)x IL27a ?,2014,New York,
32251,IL369b,su1,(IL44b x IL47a)x IL27a ?,2014,Wisconsin,
14A0589,IL370a,su1,(IL44b x IL47a)x IL31a,2014,New York,
31838,IL370a,su1,(IL44b x IL47a)x IL31a,2014,Wisconsin,
32274,IL370a,su1,(IL44b x IL47a)x IL31a,2014,Wisconsin,
15A0442,IL370a,su1,(IL44b x IL47a)x IL31a,2015,New York,
15A0923,IL370a,su1,(IL44b x IL47a)x IL31a,2015,New York,
3403,IL370a,su1,(IL44b x IL47a)x IL31a,2015,Wisconsin,
14A0439,IL393a,su1,Found in Diversity Panel. No notes,2014,New York,
14A0850,IL393a,su1,Found in Diversity Panel. No notes,2014,New York,
30325,IL393a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32249,IL393a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0720,IL393a,su1,Found in Diversity Panel. No notes,2015,New York,
2822,IL393a,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0431,IL395a,su1,Found in Diversity Panel. No notes,2014,New York,
30464,IL395a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31928,IL395a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0443,IL395a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0938,IL395a,su1,Found in Diversity Panel. No notes,2015,New York,
3343,IL395a,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0124,IL430a,su1,Found in Diversity Panel. No notes,2014,New York,
14A0572,IL430a,su1,Found in Diversity Panel. No notes,2014,New York,
31664,IL430a,su1,not found in compliation or diversity panel,2014,Wisconsin,
31941,IL430a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0386,IL430a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0905,IL430a,su1,Found in Diversity Panel. No notes,2015,New York,
14A0259,IL437a,su1,((NS5 x IL104q)xIL104q)x IL104c,2014,New York,
14A0635,IL437a,su1,((NS5 x IL104q)xIL104q)x IL104c,2014,New York,
30916,IL437a,su1,((NS5 x IL104q)xIL104q)x IL104c,2014,Wisconsin,
31643,IL437a,su1,((NS5 x IL104q)xIL104q)x IL104c,2014,Wisconsin,
15A0340,IL437a,su1,((NS5 x IL104q)xIL104q)x IL104c,2015,New York,
15A0845,IL437a,su1,((NS5 x IL104q)xIL104q)x IL104c,2015,New York,
3009,IL437a,su1,((NS5 x IL104q)xIL104q)x IL104c,2015,Wisconsin,
14A0430,IL442a,su1,((CC5 x IL104q) x 104q) x IL104c,2014,New York,
14A0810,IL442a,su1,((CC5 x IL104q) x 104q) x IL104c,2014,New York,
30314,IL442a,su1,((CC5 x IL104q) x 104q) x IL104c,2014,Wisconsin,
32253,IL442a,su1,((CC5 x IL104q) x 104q) x IL104c,2014,Wisconsin,
2611,IL442a,su1,((CC5 x IL104q) x 104q) x IL104c,2015,Wisconsin,
14A0246,IL44b,su1se1,Country Gentleman,2014,New York,
14A0578,IL44b,su1se1,Country Gentleman,2014,New York,
30919,IL44b,su1se1,Country Gentleman,2014,Wisconsin,
32151,IL44b,su1se1,Country Gentleman,2014,Wisconsin,
15A0405,IL44b,su1se1,Country Gentleman,2015,New York,
15A0950,IL44b,su1se1,Country Gentleman,2015,New York,
3549,IL44b,su1se1,Country Gentleman,2015,Wisconsin,
14A0191,IL451b,su1,Found in Diversity Panel. No notes,2014,New York,
14A0653,IL451b,su1,Found in Diversity Panel. No notes,2014,New York,
32149,IL451b,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32267,IL451b,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0260,IL451b,su1,Found in Diversity Panel. No notes,2015,New York,
15A0798,IL451b,su1,Found in Diversity Panel. No notes,2015,New York,
1324,IL451b,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
1330,IL451b,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
2757,IL451b,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
1325,Il451b se,su1se1,found in late nursery murray,2015,Wisconsin,
1331,Il451b se,su1se1,found in late nursery murray,2015,Wisconsin,
14A0112,IL453b,su1,Found in Diversity Panel. No notes,2014,New York,
14A0587,IL453b,su1,Found in Diversity Panel. No notes,2014,New York,
32266,IL453b,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32425,IL453b,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0055,IL453b,su1,Found in Diversity Panel. No notes,2015,New York,
15A0501,IL453b,su1,Found in Diversity Panel. No notes,2015,New York,
2221,IL453b,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0403,IL454a,su1,(IL101t x IL92a) x IL98b,2014,New York,
14A0818,IL454a,su1,(IL101t x IL92a) x IL98b,2014,New York,
30463,IL454a,su1,(IL101t x IL92a) x IL98b,2014,Wisconsin,
32454,IL454a,su1,(IL101t x IL92a) x IL98b,2014,Wisconsin,
15A0407,IL454a,su1,(IL101t x IL92a) x IL98b,2015,New York,
3226,IL454a,su1,(IL101t x IL92a) x IL98b,2015,Wisconsin,
14A0414,IL465a,su1,(IL85x H63)x IL86e,2014,New York,
14A0805,IL465a,su1,(IL85x H63)x IL86e,2014,New York,
30864,IL465a,su1,(IL85x H63)x IL86e,2014,Wisconsin,
31730,IL465a,su1,(IL85x H63)x IL86e,2014,Wisconsin,
15A0428,IL465a,su1,(IL85x H63)x IL86e,2015,New York,
15A0868,IL465a,su1,(IL85x H63)x IL86e,2015,New York,
14A0188,IL47A,su1,Country Gentleman,2014,New York,
14A0776,IL47A,su1,Country Gentleman,2014,New York,
31262,IL47A,su1,Country Gentleman,2014,Wisconsin,
31824,IL47A,su1,Country Gentleman,2014,Wisconsin,
15A0369,IL47A,su1,Country Gentleman,2015,New York,
15A0655,IL47A,su1,Country Gentleman,2015,New York,
3045,IL47A,su1,Country Gentleman,2015,Wisconsin,
14A0190,IL515a,su1,(IL103hx IL86e)x IL103b,2014,New York,
14A0597,IL515a,su1,(IL103hx IL86e)x IL103b,2014,New York,
31144,IL515a,su1,(IL103hx IL86e)x IL103b,2014,Wisconsin,
32103,IL515a,su1,(IL103hx IL86e)x IL103b,2014,Wisconsin,
15A0325,IL515a,su1,(IL103hx IL86e)x IL103b,2015,New York,
15A0685,IL515a,su1,(IL103hx IL86e)x IL103b,2015,New York,
2630,IL515a,su1,(IL103hx IL86e)x IL103b,2015,Wisconsin,
14A0327,IL543c,su1,((IL104c x IL107a)x IL107a) x IL112a,2014,New York,
14A0694,IL543c,su1,((IL104c x IL107a)x IL107a) x IL112a,2014,New York,
31260,IL543c,su1,((IL104c x IL107a)x IL107a) x IL112a,2014,Wisconsin,
32350,IL543c,su1,((IL104c x IL107a)x IL107a) x IL112a,2014,Wisconsin,
15A0417,IL543c,su1,((IL104c x IL107a)x IL107a) x IL112a,2015,New York,
15A0876,IL543c,su1,((IL104c x IL107a)x IL107a) x IL112a,2015,New York,
3545,IL543c,su1,((IL104c x IL107a)x IL107a) x IL112a,2015,Wisconsin,
14A0429,IL545,su1,((IL11d x P8)x IL11d)x IL112d,2014,New York,
14A0864,IL545,su1,((IL11d x P8)x IL11d)x IL112d,2014,New York,
32048,IL545,su1,((IL11d x P8)x IL11d)x IL112d,2014,Wisconsin,
15A0446,IL545,su1,((IL11d x P8)x IL11d)x IL112d,2015,New York,
15A0909,IL545,su1,((IL11d x P8)x IL11d)x IL112d,2015,New York,
3350,IL545,su1,((IL11d x P8)x IL11d)x IL112d,2015,Wisconsin,
30656,IL545,su1,((IL11d x P8)x IL11d)x IL112d,2014,Wisconsin,Manually Added 2021.09.06
14A0435,IL557a,su1,IL72a x Tapicorn2,2014,New York,
14A0836,IL557a,su1,IL72a x Tapicorn2,2014,New York,
30456,IL557a,su1,IL72a x Tapicorn2,2014,Wisconsin,
32053,IL557a,su1,IL72a x Tapicorn2,2014,Wisconsin,
15A0157,IL557a,su1,IL72a x Tapicorn2,2015,New York,
15A0846,IL557a,su1,IL72a x Tapicorn2,2015,New York,
3035,IL557a,su1,IL72a x Tapicorn2,2015,Wisconsin,
14A0367,IL607a,su1,(IL103a x IL110z) x IL103a,2014,New York,
14A0844,IL607a,su1,(IL103a x IL110z) x IL103a,2014,New York,
30327,IL607a,su1,(IL103a x IL110z) x IL103a,2014,Wisconsin,
31732,IL607a,su1,(IL103a x IL110z) x IL103a,2014,Wisconsin,
15A0224,IL607a,su1,(IL103a x IL110z) x IL103a,2015,New York,
15A0770,IL607a,su1,(IL103a x IL110z) x IL103a,2015,New York,
3025,IL607a,su1,(IL103a x IL110z) x IL103a,2015,Wisconsin,
14A0132,IL611a,su1,(IL101t x IL112f) x op,2014,New York,
14A0591,IL611a,su1,(IL101t x IL112f) x op,2014,New York,
30938,IL611a,su1,(IL101t x IL112f) x op,2014,Wisconsin,
31063,IL611a,su1,(IL101t x IL112f) x op,2014,Wisconsin,
31905,IL611a,su1,(IL101t x IL112f) x op,2014,Wisconsin,
15A0329,IL611a,su1,(IL101t x IL112f) x op,2015,New York,
15A0673,IL611a,su1,(IL101t x IL112f) x op,2015,New York,
2941,IL611a,su1,(IL101t x IL112f) x op,2015,Wisconsin,
14A0252,IL615a,su1,Self from Calpack hybrid,2014,New York,
14A0530,IL615a,su1,Self from Calpack hybrid,2014,New York,
31948,IL615a,su1,Self from Calpack hybrid,2014,Wisconsin,
32471,IL615a,su1,Self from Calpack hybrid,2014,Wisconsin,
15A0343,IL615a,su1,Self from Calpack hybrid,2015,New York,
15A0715,IL615a,su1,Self from Calpack hybrid,2015,New York,
2762,IL615a,su1,Self from Calpack hybrid,2015,Wisconsin,
32256,IL618b,su1,(IL27a x IL21b) x op,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
15A0241,IL618b,su1,(IL27a x IL21b) x op,2015,New York,
15A0696,IL618b,su1,(IL27a x IL21b) x op,2015,New York,
14A0679,IL648,su1,Iowa 6038 self?,2014,New York,
31749,IL648,su1,Iowa 6038 self?,2014,Wisconsin,
31919,IL648,su1,Iowa 6038 self?,2014,Wisconsin,
15A0427,IL648,su1,Iowa 6038 self?,2015,New York,
3336,IL648,su1,Ia6038 ?,2015,Wisconsin,
14A0311,IL661a,su1,Ia6038 ?,2014,New York,
14A0619,IL661a,su1,Ia6038 ?,2014,New York,
32441,IL661a,su1,Ia6038 ?,2014,Wisconsin,
15A0197,IL661a,su1,Ia6038 ?,2015,New York,
15A0643,IL661a,su1,Ia6038 ?,2015,New York,
3003,IL661a,su1,Ia6038 ?,2015,Wisconsin,
14A0524,IL671a,su1,(IL15x IL107a)x IL107a,2014,New York,
30902,IL671a,su1,(IL15x IL107a)x IL107a,2014,Wisconsin,
31457,IL671a,su1,(IL15x IL107a)x IL107a,2014,Wisconsin,
15A0057,IL671a,su1,(IL15x IL107a)x IL107a,2015,New York,
15A0540,IL671a,su1,(IL15x IL107a)x IL107a,2015,New York,
2214,IL671a,su1,(IL15x IL107a)x IL107a,2015,Wisconsin,
14A0664,IL673a,su1,LTB?272,2014,New York,
31123,IL673a,su1,LTB?272,2014,Wisconsin,
32030,IL673a,su1,LTB?272,2014,Wisconsin,
15A0300,IL673a,su1,LTB?272,2015,New York,
3360,IL673a,su1,LTB?272,2015,Wisconsin,
14A0337,IL676a,su1,(IL176a x IL21f)x IL325a,2014,New York,
14A0735,IL676a,su1,(IL176a x IL21f)x IL325a,2014,New York,
31551,IL676a,su1,(IL176a x IL21f)x IL325a,2014,Wisconsin,
31859,IL676a,su1,(IL176a x IL21f)x IL325a,2014,Wisconsin,
15A0034,IL676a,su1,(IL176a x IL21f)x IL325a,2015,New York,
15A0527,IL676a,su1,(IL176a x IL21f)x IL325a,2015,New York,
2363,IL676a,su1,(IL176a x IL21f)x IL325a,2015,Wisconsin,
14A0328,Il677a,su1se1,(Bolivia 1035 x IL44b) x IL442a,2014,New York,
14A0636,Il677a,su1se1,(Bolivia 1035 x IL44b) x IL442a,2014,New York,
31549,Il677a,su1se1,(Bolivia 1035 x IL44b) x IL442a,2014,Wisconsin,
15A0377,Il677a,su1se1,(Bolivia 1035 x IL44b) x IL442a,2015,New York,
1322,Il677a,su1se1,(Bolivia 1035 x IL44b) x IL442a,2015,Wisconsin,
1336,Il677a,su1se1,(Bolivia 1035 x IL44b) x IL442a,2015,Wisconsin,
3337,Il677a,su1se1,(Bolivia 1035 x IL44b) x IL442a,2015,Wisconsin,
14A0553,IL678a,su1,(Bolivia 1035 x IL44b) x IL442a,2014,New York,
31670,IL678a,su1,(Bolivia 1035 x IL44b) x IL442a,2014,Wisconsin,
32139,IL678a,su1,(Bolivia 1035 x IL44b) x IL442a,2014,Wisconsin,
15A0420,IL678a,su1,(Bolivia 1035 x IL44b) x IL442a,2015,New York,
15A0882,IL678a,su1,(Bolivia 1035 x IL44b) x IL442a,2015,New York,
1323,IL678a,su1,(Bolivia 1035 x IL44b) x IL442a,2015,Wisconsin,
1337,IL678a,su1,(Bolivia 1035 x IL44b) x IL442a,2015,Wisconsin,
3339,IL678a,su1,(Bolivia 1035 x IL44b) x IL442a,2015,Wisconsin,
14A0062,IL689a,su1,((T x OB) x op) x IL110g,2014,New York,
14A0485,IL689a,su1,((T x OB) x op) x IL110g,2014,New York,
30741,IL689a,su1,((T x OB) x op) x IL110g,2014,Wisconsin,
31105,IL689a,su1,((T x OB) x op) x IL110g,2014,Wisconsin,
15A0024,IL689a,su1,((T x OB) x op) x IL110g,2015,New York,
15A0586,IL689a,su1,((T x OB) x op) x IL110g,2015,New York,
2208,IL689a,su1,((T x OB) x op) x IL110g,2015,Wisconsin,
14A0356,IL692c,su1,Yaxchilan x Northen Belle,2014,New York,
14A0806,IL692c,su1,Yaxchilan x Northen Belle,2014,New York,
30532,IL692c,su1,Yaxchilan x Northen Belle,2014,Wisconsin,
32056,IL692c,su1,Yaxchilan x Northen Belle,2014,Wisconsin,
15A0449,IL692c,su1,Yaxchilan x Northen Belle,2015,New York,
15A0872,IL692c,su1,Yaxchilan x Northen Belle,2015,New York,
3538,IL692c,su1,Yaxchilan x Northen Belle,2015,Wisconsin,
14A0426,IL696a,su1se1,American White Pearl x IL318a (marked as su1 on diversity panel),2014,New York,
14A0823,IL696a,su1se1,American White Pearl x IL318a (marked as su1 on diversity panel),2014,New York,
30316,IL696a,su1se1,American White Pearl x IL318a (marked as su1 on diversity pane but se on the name),2014,Wisconsin,
31847,IL696a,su1se1,American White Pearl x IL318a (marked as su1 on diversity panel),2014,Wisconsin,
15A0120,IL696a,su1se1,American White Pearl x IL318a (marked as su1 on diversity panel),2015,New York,
15A0741,IL696a,su1se1,American White Pearl x IL318a (marked as su1 on diversity panel),2015,New York,
3150,IL696a,su1se1,American White Pearl x IL318a,2015,Wisconsin,
14A0398,IL699e,su1,(T25 x IL197a) x op,2014,New York,
14A0817,IL699e,su1,(T25 x IL197a) x op,2014,New York,
31649,IL699e,su1,(T25 x IL197a) x op,2014,Wisconsin,
15A0432,IL699e,su1,(T25 x IL197a) x op,2015,New York,
15A0932,IL699e,su1,(T25 x IL197a) x op,2015,New York,
3425,IL699e,su1,(T25 x IL197a) x op,2015,Wisconsin,
30659,IL699e,su1,(T25 x IL197a) x op,2014,Wisconsin,Manually Added 2021.09.06
14A0376,IL7,su1,(Wh93017xPopARp1-J+Rp1@@) {6},2014,New York,
30530,IL7,su1,(Wh93017xPopARp1-J+Rp1@@) {6},2014,Wisconsin,
15A0434,IL7,su1,(Wh93017xPopARp1-J+Rp1@@) {6},2015,New York,
15A0958,IL7,su1,(Wh93017xPopARp1-J+Rp1@@) {6},2015,New York,
3561,IL7,su1,(Wh93017xPopARp1-J+Rp1@@) {6},2015,Wisconsin,
30716,IL701e,su1,(IL44b x Bolivia 1035) x IL442a,2014,Wisconsin,
32324,IL701e,su1,(IL44b x Bolivia 1035) x IL442a,2014,Wisconsin,
